Kmin_MC_a1     Kmin_MC_a2     Kmin_MC_a3     Kmin_TR_a1     Kmin_TR_a2     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.400128E+02   0.299554E+02   0.210617E+02   0.311353E+02   0.241945E+02   0.102693E-01   0.150547E-01   0.388172E-02   0.136794E-02   0.928563E-03  -0.949151E+03
   0.400128E+02   0.299543E+02   0.210272E+02   0.311912E+02   0.243648E+02   0.958415E-02   0.130158E-01   0.758983E-02   0.658845E-03   0.453041E-02  -0.949307E+03
   0.401140E+02   0.300369E+02   0.210114E+02   0.314658E+02   0.243241E+02   0.441005E-02   0.937093E-02   0.130738E-02   0.261186E-02   0.148546E-01  -0.950106E+03
   0.398030E+02   0.300482E+02   0.210114E+02   0.307390E+02   0.245301E+02   0.549307E-03   0.380387E-02   0.110052E-01   0.855767E-02   0.626227E-02  -0.950599E+03
   0.400361E+02   0.299946E+02   0.211386E+02   0.316362E+02   0.245301E+02   0.478512E-02   0.907404E-02   0.429293E-01   0.406346E-02   0.154448E-01  -0.954300E+03
   0.397685E+02   0.299946E+02   0.210114E+02   0.315879E+02   0.245090E+02   0.747727E-02   0.628029E-02   0.231116E-01   0.406346E-02   0.292506E-02  -0.950601E+03
   0.398811E+02   0.299946E+02   0.210829E+02   0.307472E+02   0.244961E+02   0.791004E-02   0.507120E-02   0.951106E-02   0.813987E-03   0.110841E-02  -0.948215E+03
   0.398811E+02   0.301664E+02   0.210697E+02   0.318847E+02   0.241295E+02   0.269143E-02   0.149467E-02   0.104521E-01   0.402584E-02   0.188529E-01  -0.952679E+03
   0.397306E+02   0.301195E+02   0.211368E+02   0.311637E+02   0.239719E+02   0.194709E-02   0.200767E-02   0.574389E-02   0.115268E-03   0.206695E-02  -0.950181E+03
   0.400465E+02   0.298784E+02   0.210035E+02   0.311004E+02   0.240575E+02   0.983756E-02   0.169561E-01   0.145155E-01   0.300805E-02   0.108937E-01  -0.953649E+03
   0.397143E+02   0.299815E+02   0.210243E+02   0.313518E+02   0.244477E+02   0.571605E-02   0.593585E-02   0.145948E-01   0.133478E-01   0.129792E-01  -0.951538E+03
   0.401581E+02   0.299815E+02   0.210010E+02   0.309994E+02   0.243808E+02   0.940485E-02   0.875025E-02   0.342450E-02   0.117690E-02   0.818966E-02  -0.950072E+03
   0.400061E+02   0.299815E+02   0.211030E+02   0.320113E+02   0.244093E+02   0.557737E-04   0.179811E-01   0.225142E-02   0.315397E-02   0.146483E-01  -0.951245E+03
   0.396243E+02   0.300015E+02   0.210765E+02   0.310256E+02   0.249825E+02   0.100201E-01   0.502404E-03   0.483302E-02   0.141469E-01   0.254577E-02  -0.951281E+03
   0.400048E+02   0.301045E+02   0.210644E+02   0.313942E+02   0.239493E+02   0.505203E-02   0.155350E-01   0.175795E-02   0.586609E-02   0.596033E-02  -0.951050E+03
   0.398338E+02   0.302042E+02   0.210644E+02   0.316713E+02   0.239197E+02   0.394379E-02   0.591920E-02   0.274742E-01   0.478907E-02   0.225581E-02  -0.954432E+03
   0.398435E+02   0.299388E+02   0.210644E+02   0.313585E+02   0.247646E+02   0.222030E-02   0.867181E-02   0.284210E-02   0.628914E-02   0.876971E-02  -0.949863E+03
   0.398435E+02   0.300514E+02   0.210216E+02   0.317574E+02   0.248404E+02   0.133567E-01   0.688215E-02   0.353619E-02   0.632635E-02   0.338267E-02  -0.950868E+03
   0.399305E+02   0.297910E+02   0.211534E+02   0.308723E+02   0.241572E+02   0.563402E-02   0.263726E-02   0.622106E-02   0.556941E-02   0.703355E-02  -0.951133E+03
   0.399526E+02   0.298416E+02   0.211428E+02   0.322998E+02   0.241897E+02   0.943182E-02   0.472141E-02   0.891439E-02   0.658819E-02   0.465914E-02  -0.952334E+03
   0.396368E+02   0.300024E+02   0.211598E+02   0.314567E+02   0.242671E+02   0.868153E-02   0.268526E-02   0.375266E-01   0.161797E-02   0.916552E-02  -0.953075E+03
   0.397500E+02   0.299822E+02   0.210687E+02   0.317283E+02   0.251551E+02   0.940424E-02   0.427664E-02   0.150253E-01   0.433184E-02   0.122149E-01  -0.953624E+03
   0.399999E+02   0.302513E+02   0.209629E+02   0.315383E+02   0.240296E+02   0.462152E-02   0.997771E-02   0.675100E-02   0.411406E-01   0.624196E-02  -0.958998E+03
   0.394283E+02   0.299088E+02   0.212143E+02   0.311453E+02   0.240204E+02   0.150091E-01   0.186132E-01   0.409594E-02   0.341818E-01   0.134740E-01  -0.961229E+03
   0.400273E+02   0.299088E+02   0.210437E+02   0.309802E+02   0.243663E+02   0.857584E-02   0.964755E-02   0.138684E-01   0.805635E-02   0.155569E-02  -0.950227E+03
   0.400273E+02   0.299630E+02   0.210517E+02   0.320798E+02   0.243989E+02   0.319307E-02   0.106972E-01   0.139474E-02   0.144634E-01   0.326552E-02  -0.950667E+03
   0.402123E+02   0.299630E+02   0.210517E+02   0.314749E+02   0.243989E+02   0.792235E-02   0.286153E-02   0.641470E-03   0.248115E-02   0.325661E-03  -0.947903E+03
   0.396420E+02   0.300541E+02   0.210517E+02   0.316207E+02   0.243989E+02   0.108268E-01   0.136329E-01   0.125847E-01   0.105165E-01   0.294896E-01  -0.954292E+03
   0.398795E+02   0.299698E+02   0.210940E+02   0.319832E+02   0.241008E+02   0.314401E-02   0.592320E-02   0.359101E-01   0.653446E-02   0.196281E-02  -0.952588E+03
   0.397240E+02   0.299686E+02   0.210940E+02   0.316841E+02   0.245627E+02   0.585100E-02   0.212860E-01   0.188352E-02   0.543268E-02   0.157947E-01  -0.951359E+03
   0.400575E+02   0.299128E+02   0.210993E+02   0.314529E+02   0.242024E+02   0.680929E-02   0.180251E-01   0.192726E-01   0.643586E-02   0.273703E-01  -0.953819E+03
   0.399842E+02   0.299128E+02   0.210902E+02   0.309431E+02   0.248244E+02   0.542707E-02   0.576146E-02   0.708624E-02   0.963720E-02   0.948300E-02  -0.950836E+03
   0.399842E+02   0.300036E+02   0.211031E+02   0.320775E+02   0.248244E+02   0.958249E-02   0.299254E-02   0.165867E-02   0.118561E-02   0.102153E-01  -0.950048E+03
   0.400601E+02   0.299908E+02   0.211219E+02   0.320775E+02   0.244831E+02   0.771282E-02   0.226043E-02   0.445448E-03   0.118561E-02   0.234443E-02  -0.948425E+03
   0.397550E+02   0.300488E+02   0.209800E+02   0.309403E+02   0.243467E+02   0.137449E-01   0.298363E-01   0.658688E-02   0.271935E-02   0.990308E-02  -0.954514E+03
   0.397550E+02   0.298113E+02   0.210226E+02   0.314147E+02   0.246188E+02   0.265741E-02   0.500584E-02   0.823392E-02   0.159692E-02   0.697794E-02  -0.951392E+03
   0.400487E+02   0.299998E+02   0.210341E+02   0.309334E+02   0.245837E+02   0.470021E-02   0.318283E-02   0.909872E-02   0.565613E-03   0.440070E-02  -0.948529E+03
   0.398896E+02   0.299455E+02   0.211495E+02   0.306057E+02   0.247293E+02   0.541894E-02   0.155443E-01   0.281639E-01   0.420584E-03   0.223000E-02  -0.953122E+03
   0.398551E+02   0.298906E+02   0.211157E+02   0.311937E+02   0.245914E+02   0.242881E-02   0.775744E-02   0.339926E-01   0.295821E-02   0.124804E-01  -0.952773E+03
