Kmin_MC_a1     Kmin_MC_a2     Kmin_MC_a3     Kmin_MC_a4     Kmin_MC_a5     Kmin_MC_a6     Kmin_TR_a1     Kmin_TR_a2     Kmin_TR_a3     Kmin_TR_a4     Kmin_TR_a5     Kmin_TR_a6     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.306501E+02   0.326820E+02   0.418748E+02   0.416828E+02   0.297622E+02   0.319389E+02   0.308128E+02   0.325779E+02   0.305422E+02   0.340404E+02   0.258419E+02   0.305702E+02   0.264727E-01   0.624634E-02   0.159663E-01   0.502935E-02   0.413995E-02  -0.534809E+02
   0.344707E+02   0.336726E+02   0.321271E+02   0.360451E+02   0.304524E+02   0.332873E+02   0.291463E+02   0.216073E+02   0.274705E+02   0.328772E+02   0.319168E+02   0.281572E+02   0.242231E-01   0.132904E-02   0.502681E-02   0.298798E-03   0.170482E-01  -0.508389E+02
   0.303412E+02   0.331984E+02   0.387313E+02   0.325364E+02   0.322194E+02   0.303313E+02   0.286302E+02   0.233263E+02   0.317864E+02   0.245209E+02   0.352170E+02   0.290999E+02   0.261025E-01   0.471940E-02   0.772867E-02   0.913284E-02   0.402590E-03  -0.542322E+02
   0.362441E+02   0.329932E+02   0.385154E+02   0.339875E+02   0.313637E+02   0.332978E+02   0.280825E+02   0.362878E+02   0.329004E+02   0.284753E+02   0.256036E+02   0.269333E+02   0.473113E-01   0.786149E-02   0.107050E-02   0.114839E-01   0.287697E-02  -0.508279E+02
   0.331135E+02   0.305808E+02   0.299419E+02   0.327590E+02   0.364057E+02   0.328456E+02   0.285616E+02   0.331720E+02   0.381316E+02   0.268199E+02   0.200751E+02   0.192467E+02   0.210066E-01   0.910409E-02   0.107311E-02   0.140142E-01   0.279052E-02  -0.581235E+02
   0.382401E+02   0.349851E+02   0.388545E+02   0.352236E+02   0.313155E+02   0.328337E+02   0.289167E+02   0.303421E+02   0.287880E+02   0.280941E+02   0.230000E+02   0.280444E+02   0.290507E-01   0.148925E-01   0.993427E-02   0.410032E-03   0.768189E-03  -0.488202E+02
   0.394148E+02   0.354704E+02   0.422271E+02   0.360026E+02   0.312636E+02   0.336118E+02   0.314315E+02   0.283969E+02   0.315907E+02   0.323514E+02   0.282398E+02   0.240077E+02   0.295469E-01   0.150503E-01   0.147396E-01   0.410032E-03   0.343745E-04  -0.512126E+02
   0.392921E+02   0.375297E+02   0.344884E+02   0.357650E+02   0.284886E+02   0.335853E+02   0.347358E+02   0.365167E+02   0.315907E+02   0.216423E+02   0.274415E+02   0.312156E+02   0.246685E-01   0.580656E-02   0.603794E-02   0.119018E-02   0.149830E-01  -0.543167E+02
   0.377617E+02   0.362810E+02   0.347279E+02   0.332127E+02   0.307033E+02   0.376080E+02   0.240261E+02   0.235101E+02   0.253153E+02   0.249299E+02   0.302590E+02   0.247024E+02   0.470990E-01   0.389218E-02   0.693050E-02   0.858736E-02   0.691834E-02  -0.534828E+02
   0.427913E+02   0.356404E+02   0.410277E+02   0.342960E+02   0.299885E+02   0.375993E+02   0.287718E+02   0.301742E+02   0.183420E+02   0.283884E+02   0.295044E+02   0.311773E+02   0.584413E-01   0.156499E-02   0.316932E-02   0.143330E-01   0.342274E-01  -0.625183E+02
   0.352967E+02   0.363806E+02   0.384871E+02   0.330578E+02   0.345953E+02   0.325854E+02   0.300031E+02   0.260272E+02   0.239655E+02   0.216138E+02   0.300595E+02   0.311773E+02   0.377616E-01   0.577985E-02   0.140841E-01   0.106141E-02   0.158812E-01  -0.517579E+02
   0.342709E+02   0.325461E+02   0.351407E+02   0.403958E+02   0.329474E+02   0.351449E+02   0.254810E+02   0.338026E+02   0.318376E+02   0.324151E+02   0.233942E+02   0.270461E+02   0.225554E-01   0.797523E-02   0.210641E-01   0.107510E-01   0.123062E-02  -0.530720E+02
   0.283500E+02   0.340437E+02   0.352305E+02   0.316874E+02   0.394841E+02   0.323321E+02   0.285764E+02   0.320979E+02   0.313127E+02   0.300038E+02   0.256535E+02   0.259303E+02   0.195209E-01   0.233251E-01   0.470712E-02   0.587260E-02   0.648343E-02  -0.530553E+02
   0.351902E+02   0.377111E+02   0.377994E+02   0.344405E+02   0.299173E+02   0.327775E+02   0.294477E+02   0.339209E+02   0.288854E+02   0.310144E+02   0.194007E+02   0.221032E+02   0.230008E-01   0.163343E-01   0.584589E-02   0.217841E-02   0.351562E-01  -0.555618E+02
   0.311084E+02   0.377814E+02   0.355662E+02   0.370187E+02   0.302037E+02   0.320045E+02   0.311984E+02   0.270734E+02   0.278384E+02   0.223733E+02   0.323394E+02   0.234839E+02   0.195539E-01   0.249059E-02   0.751282E-02   0.857981E-02   0.452534E-02  -0.514099E+02
   0.413974E+02   0.310096E+02   0.472990E+02   0.392986E+02   0.322430E+02   0.340391E+02   0.283349E+02   0.307623E+02   0.247016E+02   0.317307E+02   0.272624E+02   0.237734E+02   0.594685E-02   0.136269E-01   0.320552E-01   0.149090E-01   0.502143E-02  -0.596116E+02
   0.379237E+02   0.363655E+02   0.361061E+02   0.419274E+02   0.292324E+02   0.360664E+02   0.241198E+02   0.229675E+02   0.202986E+02   0.288836E+02   0.287200E+02   0.314377E+02   0.171628E-01   0.120438E-01   0.554382E-02   0.108912E-01   0.502143E-02  -0.563336E+02
   0.322793E+02   0.366640E+02   0.396156E+02   0.386859E+02   0.297816E+02   0.339499E+02   0.225214E+02   0.321084E+02   0.332100E+02   0.288836E+02   0.281446E+02   0.300593E+02   0.457088E-01   0.252853E-02   0.178366E-03   0.135065E-01   0.121674E-01  -0.527039E+02
   0.382412E+02   0.358796E+02   0.357239E+02   0.321109E+02   0.331362E+02   0.325866E+02   0.296482E+02   0.339961E+02   0.294569E+02   0.310148E+02   0.285343E+02   0.271266E+02   0.461591E-01   0.252853E-02   0.105734E-01   0.388435E-02   0.188345E-01  -0.516431E+02
   0.319045E+02   0.415815E+02   0.331246E+02   0.351678E+02   0.336913E+02   0.304273E+02   0.330455E+02   0.242589E+02   0.305297E+02   0.329283E+02   0.246910E+02   0.279131E+02   0.213063E-01   0.173894E-01   0.125797E-01   0.359900E-02   0.500882E-02  -0.546433E+02
   0.344263E+02   0.314935E+02   0.420167E+02   0.323655E+02   0.407140E+02   0.306171E+02   0.234762E+02   0.342784E+02   0.312954E+02   0.370883E+02   0.279640E+02   0.258101E+02   0.200426E-01   0.102865E-01   0.202114E-02   0.658450E-02   0.840873E-02  -0.551306E+02
   0.391822E+02   0.410295E+02   0.299672E+02   0.386034E+02   0.329705E+02   0.341944E+02   0.258478E+02   0.281210E+02   0.284821E+02   0.325789E+02   0.173512E+02   0.301619E+02   0.323371E-01   0.172334E-01   0.153560E-02   0.644748E-02   0.249165E-02  -0.554331E+02
   0.242136E+02   0.361979E+02   0.342555E+02   0.320367E+02   0.390837E+02   0.325542E+02   0.308187E+02   0.217735E+02   0.352460E+02   0.228706E+02   0.279912E+02   0.269932E+02   0.330602E-01   0.459937E-01   0.153560E-02   0.776272E-02   0.644727E-02  -0.600340E+02
   0.356323E+02   0.385583E+02   0.353160E+02   0.357646E+02   0.387702E+02   0.312814E+02   0.299187E+02   0.251271E+02   0.282766E+02   0.220755E+02   0.309793E+02   0.349366E+02   0.685905E-02   0.160281E-01   0.387402E-02   0.935116E-02   0.479103E-02  -0.533848E+02
   0.331458E+02   0.347237E+02   0.450724E+02   0.321716E+02   0.332085E+02   0.364153E+02   0.254785E+02   0.251271E+02   0.280840E+02   0.256073E+02   0.312946E+02   0.209820E+02   0.278999E-01   0.352628E-02   0.523818E-02   0.102337E-01   0.181735E-01  -0.548470E+02
   0.381555E+02   0.350193E+02   0.356290E+02   0.388079E+02   0.335825E+02   0.305937E+02   0.285274E+02   0.342003E+02   0.289809E+02   0.277394E+02   0.309056E+02   0.287402E+02   0.943085E-02   0.271544E-02   0.278772E-01   0.163724E-01   0.416882E-03  -0.526054E+02
   0.323850E+02   0.377454E+02   0.353241E+02   0.335495E+02   0.381476E+02   0.366664E+02   0.221070E+02   0.353204E+02   0.280876E+02   0.205918E+02   0.213221E+02   0.286686E+02   0.318700E-01   0.447736E-02   0.122223E-01   0.207034E-01   0.416882E-03  -0.578465E+02
   0.376621E+02   0.344524E+02   0.418437E+02   0.399692E+02   0.264016E+02   0.366664E+02   0.335066E+02   0.259371E+02   0.287213E+02   0.275965E+02   0.278712E+02   0.247775E+02   0.408664E-01   0.575799E-02   0.153007E-01   0.493535E-02   0.409796E-02  -0.539869E+02
   0.341255E+02   0.384690E+02   0.377144E+02   0.325020E+02   0.311638E+02   0.351414E+02   0.304865E+02   0.214443E+02   0.299844E+02   0.308272E+02   0.261645E+02   0.243189E+02   0.367139E-01   0.249717E-01   0.300903E-01   0.175882E-01   0.776333E-02  -0.561212E+02
   0.307155E+02   0.393418E+02   0.352151E+02   0.381556E+02   0.332090E+02   0.342784E+02   0.307640E+02   0.334534E+02   0.349133E+02   0.255091E+02   0.315369E+02   0.273854E+02   0.236739E-01   0.200173E-01   0.118270E-01   0.141559E-01   0.709110E-02  -0.548848E+02
   0.332456E+02   0.332533E+02   0.368713E+02   0.380081E+02   0.339260E+02   0.333837E+02   0.271193E+02   0.246107E+02   0.317251E+02   0.288866E+02   0.239715E+02   0.229038E+02   0.401657E-01   0.193857E-04   0.779698E-02   0.871622E-02   0.185888E-01  -0.508185E+02
   0.392582E+02   0.296988E+02   0.395958E+02   0.394776E+02   0.304428E+02   0.333960E+02   0.235039E+02   0.256069E+02   0.321530E+02   0.275437E+02   0.322987E+02   0.252358E+02   0.455975E-01   0.193857E-04   0.191509E-01   0.264261E-02   0.937060E-02  -0.550138E+02
   0.328354E+02   0.348863E+02   0.364118E+02   0.364775E+02   0.317996E+02   0.351564E+02   0.325760E+02   0.360611E+02   0.315594E+02   0.286657E+02   0.274609E+02   0.300768E+02   0.271049E-01   0.311182E-02   0.255003E-01   0.129553E-02   0.486504E-02  -0.510629E+02
   0.380672E+02   0.318487E+02   0.364118E+02   0.320267E+02   0.317996E+02   0.335500E+02   0.322922E+02   0.297260E+02   0.222780E+02   0.273089E+02   0.269963E+02   0.272239E+02   0.577848E-01   0.483966E-02   0.128718E-01   0.129553E-02   0.139118E-01  -0.547770E+02
   0.392708E+02   0.383553E+02   0.389025E+02   0.372029E+02   0.282026E+02   0.329462E+02   0.231875E+02   0.351869E+02   0.255848E+02   0.268965E+02   0.296406E+02   0.292592E+02   0.196354E-01   0.120615E-01   0.932142E-02   0.161378E-02   0.270453E-02  -0.528877E+02
   0.324098E+02   0.367290E+02   0.449586E+02   0.356541E+02   0.347389E+02   0.323107E+02   0.272408E+02   0.299374E+02   0.278232E+02   0.298585E+02   0.205260E+02   0.301655E+02   0.487785E-02   0.177857E-02   0.278209E-02   0.225279E-01   0.946991E-02  -0.526909E+02
   0.421274E+02   0.348373E+02   0.359830E+02   0.348936E+02   0.334811E+02   0.320955E+02   0.242519E+02   0.297831E+02   0.311076E+02   0.297944E+02   0.256675E+02   0.322722E+02   0.439326E-01   0.472250E-02   0.184742E-01   0.184476E-01   0.154285E-01  -0.556579E+02
   0.344526E+02   0.361366E+02   0.340230E+02   0.343027E+02   0.363466E+02   0.303305E+02   0.267499E+02   0.357807E+02   0.280559E+02   0.254118E+02   0.305465E+02   0.229434E+02   0.708066E-02   0.213159E-01   0.571537E-02   0.156096E-01   0.681086E-02  -0.540028E+02
   0.353744E+02   0.362533E+02   0.406671E+02   0.358394E+02   0.345252E+02   0.303305E+02   0.298567E+02   0.281592E+02   0.252130E+02   0.383301E+02   0.290974E+02   0.281234E+02   0.175208E-01   0.101076E-02   0.637204E-02   0.104539E-01   0.144812E-01  -0.527791E+02
   0.363892E+02   0.323792E+02   0.357581E+02   0.349272E+02   0.334374E+02   0.339723E+02   0.271896E+02   0.292580E+02   0.282948E+02   0.259215E+02   0.285994E+02   0.279582E+02   0.230822E-02   0.101076E-02   0.443480E-02   0.226978E-02   0.134693E-02  -0.474766E+02
   0.339271E+02   0.364303E+02   0.363289E+02   0.325935E+02   0.361244E+02   0.312452E+02   0.312366E+02   0.266945E+02   0.288598E+02   0.353668E+02   0.218881E+02   0.211765E+02   0.310549E-01   0.565311E-02   0.760832E-02   0.181876E-01   0.608377E-02  -0.533562E+02
   0.355719E+02   0.361904E+02   0.399754E+02   0.331125E+02   0.328924E+02   0.325819E+02   0.312366E+02   0.362349E+02   0.318944E+02   0.242416E+02   0.218881E+02   0.293304E+02   0.275578E-01   0.112707E-03   0.554948E-02   0.227485E-02   0.552708E-02  -0.496232E+02
   0.395522E+02   0.339720E+02   0.452067E+02   0.312317E+02   0.344633E+02   0.320321E+02   0.280310E+02   0.301010E+02   0.310634E+02   0.280745E+02   0.279511E+02   0.225519E+02   0.150929E-01   0.112707E-03   0.460259E-02   0.349870E-01   0.728447E-02  -0.548439E+02
   0.355580E+02   0.337943E+02   0.311930E+02   0.360343E+02   0.353586E+02   0.342135E+02   0.281057E+02   0.264536E+02   0.302493E+02   0.256062E+02   0.205251E+02   0.297713E+02   0.206138E-01   0.314342E-01   0.460259E-02   0.160260E-01   0.756857E-02  -0.539644E+02
   0.401053E+02   0.353097E+02   0.431525E+02   0.384631E+02   0.280777E+02   0.309410E+02   0.317761E+02   0.270494E+02   0.271897E+02   0.256062E+02   0.275565E+02   0.338873E+02   0.133375E-01   0.606896E-03   0.897532E-02   0.293861E-02   0.322101E-02  -0.551565E+02
   0.418438E+02   0.378151E+02   0.389259E+02   0.293971E+02   0.334705E+02   0.353182E+02   0.267998E+02   0.364726E+02   0.333886E+02   0.236700E+02   0.292358E+02   0.227708E+02   0.374875E-01   0.339912E-01   0.104486E-01   0.117532E-01   0.144041E-01  -0.602516E+02
   0.339954E+02   0.378069E+02   0.410959E+02   0.343948E+02   0.349956E+02   0.328280E+02   0.309411E+02   0.315049E+02   0.254547E+02   0.332908E+02   0.231419E+02   0.326964E+02   0.341849E-01   0.930288E-02   0.588817E-02   0.987453E-02   0.130095E-01  -0.523672E+02
   0.336936E+02   0.310859E+02   0.364568E+02   0.321139E+02   0.366061E+02   0.330573E+02   0.258434E+02   0.283059E+02   0.327031E+02   0.246892E+02   0.265699E+02   0.267188E+02   0.205102E-01   0.357455E-02   0.502621E-02   0.889964E-02   0.505947E-02  -0.502909E+02
   0.386674E+02   0.368655E+02   0.329318E+02   0.359591E+02   0.387308E+02   0.343826E+02   0.275472E+02   0.113582E+02   0.353165E+02   0.253831E+02   0.238870E+02   0.320910E+02   0.428396E-01   0.243906E-01   0.142986E-01   0.524399E-02   0.740094E-03  -0.623033E+02
   0.333129E+02   0.300901E+02   0.404386E+02   0.382246E+02   0.278082E+02   0.346294E+02   0.275036E+02   0.359478E+02   0.316156E+02   0.199989E+02   0.272754E+02   0.248056E+02   0.193627E-01   0.398573E-02   0.616867E-02   0.344612E-02   0.472588E-02  -0.528650E+02
   0.368249E+02   0.304871E+02   0.345961E+02   0.371780E+02   0.385697E+02   0.319751E+02   0.315841E+02   0.293908E+02   0.302269E+02   0.307161E+02   0.235070E+02   0.234638E+02   0.841169E-02   0.805078E-02   0.602649E-02   0.344612E-02   0.121920E-02  -0.510186E+02
   0.310257E+02   0.371044E+02   0.345961E+02   0.380022E+02   0.395157E+02   0.313696E+02   0.307167E+02   0.356081E+02   0.302269E+02   0.323811E+02   0.304162E+02   0.290213E+02   0.229457E-01   0.116106E-01   0.174398E-02   0.101412E-01   0.121920E-02  -0.513596E+02
   0.332416E+02   0.365717E+02   0.390181E+02   0.331147E+02   0.348413E+02   0.345898E+02   0.262315E+02   0.321515E+02   0.271304E+02   0.240848E+02   0.272354E+02   0.230924E+02   0.285410E-01   0.277276E-01   0.268773E-03   0.115975E-01   0.123176E-01  -0.521925E+02
   0.284680E+02   0.423942E+02   0.367164E+02   0.371399E+02   0.292355E+02   0.326028E+02   0.269607E+02   0.339308E+02   0.330027E+02   0.257995E+02   0.246054E+02   0.280011E+02   0.120149E-01   0.127176E-01   0.140936E-01   0.617756E-02   0.654037E-02  -0.550079E+02
   0.245970E+02   0.296089E+02   0.358519E+02   0.346080E+02   0.352175E+02   0.322111E+02   0.288338E+02   0.304442E+02   0.245087E+02   0.250999E+02   0.214296E+02   0.236252E+02   0.134353E-01   0.206014E-02   0.163219E-01   0.282230E-01   0.371748E-01  -0.623523E+02
   0.372843E+02   0.344749E+02   0.357740E+02   0.374301E+02   0.273419E+02   0.376576E+02   0.288934E+02   0.278319E+02   0.275383E+02   0.225270E+02   0.330004E+02   0.255500E+02   0.119339E-01   0.602278E-02   0.874107E-03   0.794569E-02   0.648726E-02  -0.518199E+02
   0.355885E+02   0.425076E+02   0.230779E+02   0.313609E+02   0.319309E+02   0.383141E+02   0.256745E+02   0.312287E+02   0.340020E+02   0.295145E+02   0.194269E+02   0.347467E+02   0.349395E-01   0.538703E-02   0.156372E-01   0.459240E-02   0.444842E-02  -0.654434E+02
   0.347321E+02   0.337947E+02   0.329027E+02   0.374748E+02   0.344195E+02   0.321507E+02   0.263695E+02   0.281559E+02   0.287019E+02   0.259958E+02   0.276767E+02   0.241007E+02   0.127267E-01   0.122900E-01   0.313731E-02   0.199789E-01   0.182243E-01  -0.517953E+02
   0.340929E+02   0.356425E+02   0.323656E+02   0.365725E+02   0.439125E+02   0.319482E+02   0.271183E+02   0.287759E+02   0.309292E+02   0.386131E+02   0.285778E+02   0.238136E+02   0.236542E-01   0.415719E-01   0.760183E-02   0.133432E-01   0.131201E-01  -0.598038E+02
   0.327031E+02   0.347451E+02   0.368225E+02   0.364113E+02   0.328725E+02   0.326633E+02   0.242811E+02   0.165957E+02   0.349980E+02   0.302919E+02   0.202614E+02   0.263947E+02   0.227243E-01   0.121448E-01   0.150027E-02   0.247375E-02   0.209694E-01  -0.554730E+02
   0.401217E+02   0.406321E+02   0.385368E+02   0.383348E+02   0.301955E+02   0.362989E+02   0.295435E+02   0.360426E+02   0.312598E+02   0.358707E+02   0.205649E+02   0.215568E+02   0.173408E-02   0.390601E-01   0.150027E-02   0.718392E-02   0.844085E-02  -0.599757E+02
   0.384221E+02   0.323841E+02   0.364458E+02   0.430855E+02   0.320892E+02   0.338319E+02   0.316077E+02   0.418014E+02   0.262052E+02   0.246702E+02   0.284313E+02   0.232214E+02   0.178950E-01   0.538684E-02   0.178496E-01   0.280281E-02   0.527295E-02  -0.554712E+02
   0.329748E+02   0.376856E+02   0.363113E+02   0.416979E+02   0.320892E+02   0.317562E+02   0.289767E+02   0.338189E+02   0.254731E+02   0.408425E+02   0.242363E+02   0.254424E+02   0.226376E-01   0.705758E-02   0.353001E-02   0.280281E-02   0.787877E-03  -0.533007E+02
   0.301983E+02   0.389188E+02   0.437703E+02   0.398655E+02   0.272815E+02   0.349893E+02   0.258464E+02   0.320965E+02   0.342238E+02   0.304851E+02   0.260114E+02   0.332928E+02   0.406258E-01   0.179232E-02   0.105215E-01   0.268464E-02   0.589404E-03  -0.543556E+02
   0.315569E+02   0.350071E+02   0.334004E+02   0.292499E+02   0.312563E+02   0.338913E+02   0.261286E+02   0.270448E+02   0.275023E+02   0.365414E+02   0.266568E+02   0.272714E+02   0.255120E-01   0.206765E-01   0.241700E-01   0.359345E-01   0.122441E-01  -0.604635E+02
   0.314419E+02   0.342106E+02   0.358842E+02   0.392355E+02   0.354765E+02   0.316204E+02   0.296977E+02   0.355636E+02   0.303531E+02   0.270355E+02   0.257491E+02   0.291953E+02   0.258124E-01   0.257283E-01   0.327876E-01   0.560493E-02   0.197468E-01  -0.551775E+02
   0.320899E+02   0.391632E+02   0.427498E+02   0.349897E+02   0.301691E+02   0.346749E+02   0.286360E+02   0.348089E+02   0.283388E+02   0.316078E+02   0.250735E+02   0.261042E+02   0.312967E-01   0.842522E-02   0.991573E-02   0.110080E-01   0.153595E-02  -0.512688E+02
   0.297542E+02   0.340359E+02   0.365503E+02   0.325160E+02   0.287759E+02   0.360751E+02   0.272548E+02   0.217611E+02   0.294488E+02   0.272798E+02   0.260670E+02   0.265924E+02   0.312967E-01   0.121008E-01   0.152579E-02   0.784152E-02   0.389968E-02  -0.511517E+02
   0.355154E+02   0.330578E+02   0.363124E+02   0.334956E+02   0.359893E+02   0.380452E+02   0.301448E+02   0.242841E+02   0.239495E+02   0.292891E+02   0.206048E+02   0.260088E+02   0.507539E-01   0.152037E-01   0.101231E-01   0.487776E-02   0.892244E-02  -0.567129E+02
   0.345848E+02   0.345478E+02   0.373588E+02   0.374144E+02   0.275531E+02   0.381965E+02   0.301448E+02   0.281312E+02   0.328957E+02   0.215422E+02   0.258620E+02   0.322170E+02   0.340494E-01   0.539230E-02   0.672458E-02   0.108496E-01   0.271252E-03  -0.521181E+02
   0.345848E+02   0.345321E+02   0.330011E+02   0.350690E+02   0.292815E+02   0.377431E+02   0.345242E+02   0.360140E+02   0.346903E+02   0.213044E+02   0.304074E+02   0.252737E+02   0.265319E-02   0.700263E-02   0.246768E-02   0.487007E-02   0.188672E-02  -0.551238E+02
   0.333375E+02   0.353498E+02   0.463935E+02   0.338048E+02   0.293730E+02   0.344527E+02   0.230236E+02   0.184540E+02   0.364273E+02   0.301487E+02   0.210093E+02   0.248649E+02   0.246762E-01   0.658265E-02   0.747282E-02   0.427854E-02   0.954807E-02  -0.578016E+02
   0.343159E+02   0.326328E+02   0.363359E+02   0.404837E+02   0.293730E+02   0.347903E+02   0.308119E+02   0.276100E+02   0.328215E+02   0.265959E+02   0.294126E+02   0.312284E+02   0.175992E-01   0.205843E-03   0.463012E-02   0.385941E-01   0.530426E-03  -0.524090E+02
   0.392057E+02   0.342073E+02   0.404973E+02   0.374410E+02   0.354366E+02   0.336737E+02   0.272432E+02   0.309742E+02   0.232934E+02   0.246754E+02   0.300379E+02   0.265958E+02   0.214124E-01   0.481922E-03   0.977356E-02   0.127472E-02   0.876937E-03  -0.498824E+02
   0.345090E+02   0.363173E+02   0.348825E+02   0.358595E+02   0.352139E+02   0.329697E+02   0.268671E+02   0.342353E+02   0.306220E+02   0.260677E+02   0.202707E+02   0.307168E+02   0.314336E-01   0.481922E-03   0.147598E-01   0.201147E-02   0.344608E-02  -0.493345E+02
   0.323735E+02   0.353668E+02   0.385052E+02   0.333803E+02   0.312809E+02   0.371352E+02   0.297247E+02   0.323067E+02   0.255307E+02   0.239249E+02   0.314035E+02   0.332044E+02   0.273137E-01   0.566292E-01   0.412570E-02   0.483451E-02   0.680407E-02  -0.569227E+02
   0.306907E+02   0.343083E+02   0.385052E+02   0.347762E+02   0.329546E+02   0.330797E+02   0.198206E+02   0.310997E+02   0.271904E+02   0.276409E+02   0.194358E+02   0.299412E+02   0.457381E-02   0.168394E-01   0.161857E-01   0.132512E-01   0.679253E-02  -0.569244E+02
   0.301000E+02   0.380514E+02   0.375702E+02   0.384872E+02   0.300432E+02   0.371879E+02   0.280459E+02   0.340395E+02   0.318002E+02   0.341492E+02   0.230803E+02   0.227883E+02   0.155080E-01   0.731843E-02   0.919390E-02   0.345620E-01   0.604960E-03  -0.561284E+02
   0.376959E+02   0.369535E+02   0.436064E+02   0.383335E+02   0.287312E+02   0.347456E+02   0.292684E+02   0.236063E+02   0.271218E+02   0.278950E+02   0.266339E+02   0.230204E+02   0.325578E-01   0.127617E-01   0.120671E-01   0.145253E-01   0.413969E-02  -0.533807E+02
   0.348486E+02   0.336560E+02   0.353707E+02   0.387350E+02   0.276251E+02   0.365866E+02   0.321492E+02   0.204864E+02   0.308046E+02   0.254206E+02   0.362241E+02   0.260613E+02   0.162807E-01   0.259773E-01   0.106629E-01   0.192926E-01   0.129325E-01  -0.587622E+02
   0.359637E+02   0.310192E+02   0.346862E+02   0.414586E+02   0.305191E+02   0.307515E+02   0.295545E+02   0.305032E+02   0.276018E+02   0.253671E+02   0.292640E+02   0.264921E+02   0.183454E-01   0.656932E-02   0.575536E-02   0.491462E-01   0.105499E-01  -0.575099E+02
   0.349974E+02   0.351070E+02   0.368019E+02   0.395255E+02   0.297668E+02   0.343679E+02   0.311486E+02   0.284962E+02   0.297661E+02   0.278549E+02   0.248052E+02   0.285392E+02   0.301131E-01   0.920184E-02   0.570209E-02   0.142466E-01   0.319923E-01  -0.522899E+02
   0.360297E+02   0.352926E+02   0.306917E+02   0.346319E+02   0.309581E+02   0.328095E+02   0.314056E+02   0.390187E+02   0.313332E+02   0.238505E+02   0.277639E+02   0.313190E+02   0.312633E-01   0.679027E-02   0.390381E-02   0.104642E-01   0.787419E-02  -0.527558E+02
   0.297352E+02   0.328913E+02   0.409369E+02   0.362301E+02   0.342962E+02   0.328154E+02   0.267022E+02   0.341842E+02   0.278888E+02   0.276765E+02   0.252570E+02   0.360253E+02   0.780110E-02   0.617354E-02   0.129202E-01   0.158525E-01   0.194065E-01  -0.548587E+02
   0.368578E+02   0.383286E+02   0.351523E+02   0.320191E+02   0.341400E+02   0.344064E+02   0.278121E+02   0.390819E+02   0.274914E+02   0.189291E+02   0.323913E+02   0.245188E+02   0.322473E-01   0.149076E-01   0.523685E-03   0.412657E-02   0.794422E-02  -0.536694E+02
   0.330290E+02   0.348775E+02   0.431626E+02   0.312482E+02   0.396854E+02   0.322728E+02   0.290204E+02   0.262029E+02   0.277170E+02   0.248375E+02   0.216501E+02   0.257864E+02   0.822930E-02   0.200833E-02   0.121207E-01   0.119189E-01   0.360688E-01  -0.558825E+02
   0.304129E+02   0.327073E+02   0.386034E+02   0.372876E+02   0.349000E+02   0.318879E+02   0.275429E+02   0.385003E+02   0.229254E+02   0.281630E+02   0.307244E+02   0.186509E+02   0.342117E-01   0.210483E-01   0.277163E-01   0.220386E-01   0.216824E-01  -0.604500E+02
   0.321193E+02   0.353717E+02   0.369322E+02   0.412087E+02   0.335880E+02   0.337470E+02   0.231126E+02   0.233485E+02   0.293972E+02   0.248609E+02   0.299080E+02   0.301387E+02   0.144361E-01   0.243630E-01   0.416335E-03   0.277586E-02   0.294209E-02  -0.527178E+02
   0.331496E+02   0.314446E+02   0.336147E+02   0.372733E+02   0.346439E+02   0.370425E+02   0.255702E+02   0.336057E+02   0.321543E+02   0.277220E+02   0.244762E+02   0.242611E+02   0.363110E-01   0.501295E-02   0.604452E-03   0.130717E-01   0.345728E-02  -0.527891E+02
   0.292592E+02   0.357210E+02   0.388915E+02   0.398064E+02   0.348277E+02   0.349057E+02   0.323321E+02   0.288755E+02   0.244176E+02   0.241101E+02   0.287986E+02   0.249773E+02   0.452484E-01   0.515791E-02   0.138646E-01   0.951810E-02   0.857086E-02  -0.547642E+02
   0.331239E+02   0.388305E+02   0.383437E+02   0.378109E+02   0.319914E+02   0.360134E+02   0.320955E+02   0.293812E+02   0.299007E+02   0.221162E+02   0.235657E+02   0.354623E+02   0.405780E-01   0.199245E-03   0.792399E-02   0.178662E-01   0.130894E-01  -0.552043E+02
   0.443554E+02   0.337413E+02   0.344491E+02   0.392494E+02   0.328843E+02   0.338346E+02   0.304883E+02   0.346929E+02   0.282480E+02   0.205441E+02   0.263104E+02   0.248930E+02   0.178445E-01   0.307703E-01   0.136863E-01   0.158151E-01   0.116512E-01  -0.589616E+02
   0.359972E+02   0.380732E+02   0.358663E+02   0.353623E+02   0.329025E+02   0.353096E+02   0.271160E+02   0.225475E+02   0.249707E+02   0.232302E+02   0.321384E+02   0.314871E+02   0.483197E-01   0.128081E-01   0.207158E-02   0.712410E-02   0.396799E-02  -0.526856E+02
   0.417206E+02   0.264681E+02   0.373901E+02   0.364905E+02   0.298264E+02   0.351484E+02   0.290108E+02   0.316182E+02   0.237055E+02   0.357537E+02   0.321329E+02   0.254092E+02   0.200635E-01   0.385065E-03   0.150072E-01   0.565259E-02   0.830881E-03  -0.579448E+02
