Kmin_MR_a0     Kmin_MR_a1     Kmin_MR_a2     Kmin_MR_a3     Kmin_MR_a4     Kmin_MR_a5     Kmin_TR_a0     Kmin_TR_a1     Kmin_TR_a2     Kmin_TR_a3     Kmin_TR_a4     Kmin_TR_a5     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.301921E+02   0.100364E+02   0.418058E+00  -0.372900E+01   0.360982E+00  -0.899486E+01   0.289979E+02   0.104076E+01   0.450900E+01  -0.268014E+01  -0.233426E+01   0.945122E-01   0.406507E-01   0.819364E-03   0.852518E-02   0.172082E-02   0.179419E-02  -0.104159E+04   0.171347E+02   0.000000E+00  -0.105872E+04   0.211745E+04
   0.302819E+02   0.104417E+02   0.418058E+00  -0.317197E+01  -0.159572E-01  -0.839196E+01   0.279808E+02   0.239563E+01   0.603116E+01  -0.748371E+01  -0.623855E+00  -0.296855E+01   0.360536E-01   0.244600E-03   0.900440E-02   0.134877E-02   0.140027E-01  -0.104175E+04   0.159606E+02   0.000000E+00  -0.105771E+04   0.211542E+04
   0.302819E+02   0.106769E+02  -0.239905E+00  -0.215330E+01   0.630124E+00  -0.729150E+01   0.291532E+02   0.166162E+01   0.578874E+01  -0.528416E+01  -0.472314E+00  -0.402434E+00   0.395991E-01   0.244600E-03   0.291699E-01   0.234672E-01   0.155150E-01  -0.104669E+04   0.115810E+02   0.000000E+00  -0.105827E+04   0.211654E+04
   0.301938E+02   0.105674E+02  -0.239905E+00  -0.273768E+01   0.610708E+00  -0.762799E+01   0.278518E+02   0.220049E+01   0.424227E+01  -0.316561E+01   0.134542E+01  -0.406298E+01   0.368984E-01   0.586722E-02   0.263678E-01   0.110534E-01   0.114587E-01  -0.104454E+04   0.129460E+02   0.000000E+00  -0.105749E+04   0.211497E+04
   0.304374E+02   0.102423E+02   0.270006E+00  -0.337668E+01   0.512784E+00  -0.978977E+01   0.282648E+02   0.277117E+01   0.406418E+01  -0.386586E+01  -0.116981E+01  -0.235033E+00   0.440655E-01   0.561850E-04   0.169370E-01   0.259219E-02   0.152495E-01  -0.104404E+04   0.149372E+02   0.000000E+00  -0.105898E+04   0.211795E+04
   0.304057E+02   0.102423E+02   0.251227E+00  -0.441804E+01   0.815246E+00  -0.812529E+01   0.278150E+02   0.283723E+01   0.283096E+01  -0.465675E+01  -0.127513E+01  -0.229298E+01   0.372910E-01   0.208744E-01   0.577564E-02   0.220158E-02   0.530259E-02  -0.104309E+04   0.150053E+02   0.000000E+00  -0.105810E+04   0.211619E+04
   0.305103E+02   0.105674E+02   0.997572E+00  -0.329373E+01   0.912105E+00  -0.909250E+01   0.273709E+02   0.231188E+01   0.450199E+01  -0.438037E+01   0.831305E+00  -0.316012E+01   0.362123E-01   0.890940E-02   0.630920E-02   0.246088E-02   0.241129E-02  -0.103890E+04   0.164116E+02   0.000000E+00  -0.105531E+04   0.211062E+04
   0.305103E+02   0.105674E+02   0.899145E+00  -0.345840E+01   0.912105E+00  -0.853540E+01   0.280852E+02   0.231188E+01   0.450199E+01  -0.514002E+01   0.336102E+00  -0.326754E+01   0.312353E-01   0.144243E-01   0.277507E-01   0.191940E-01   0.701763E-03  -0.104258E+04   0.122136E+02   0.000000E+00  -0.105479E+04   0.210959E+04
   0.305399E+02   0.105674E+02   0.754072E+00  -0.368101E+01   0.101800E+01  -0.861056E+01   0.280852E+02   0.253980E+01   0.329976E+01  -0.489551E+01  -0.214370E+01  -0.190234E+01   0.368553E-01   0.396617E-01   0.348050E-03   0.225314E-03   0.203326E-01  -0.104188E+04   0.123639E+02   0.000000E+00  -0.105424E+04   0.210849E+04
   0.305399E+02   0.107262E+02   0.754072E+00  -0.395638E+01   0.558481E+00  -0.743261E+01   0.287162E+02   0.311327E+01   0.434542E+01  -0.347150E+01   0.927932E+00  -0.663261E+00   0.382003E-01   0.440298E-01   0.333762E-01   0.728263E-02   0.181481E-01  -0.105182E+04   0.813701E+01   0.000000E+00  -0.105996E+04   0.211991E+04
   0.302982E+02   0.103647E+02   0.754072E+00  -0.356087E+01   0.628541E+00  -0.844311E+01   0.280697E+02   0.412212E+01   0.357010E+01  -0.347150E+01  -0.318349E+01  -0.242669E+01   0.326061E-01   0.122096E-01   0.170061E-01   0.138138E-02   0.121083E-01  -0.104157E+04   0.141501E+02   0.000000E+00  -0.105572E+04   0.211144E+04
   0.303347E+02   0.103802E+02   0.286246E+00  -0.356087E+01  -0.461152E-01  -0.803642E+01   0.269221E+02   0.421754E+01   0.201333E+01  -0.962657E+00  -0.203971E+01  -0.174470E+00   0.367093E-01   0.249627E-01   0.111762E-02   0.459132E-04   0.785819E-02  -0.104299E+04   0.150222E+02   0.000000E+00  -0.105801E+04   0.211602E+04
   0.304080E+02   0.103802E+02   0.332142E+00  -0.359056E+01  -0.877633E-01  -0.953488E+01   0.278468E+02   0.219963E+01   0.205464E+01  -0.335338E+01  -0.223533E+00  -0.187242E+01   0.384498E-01   0.151292E-02   0.100786E-02   0.361566E-02   0.651226E-02  -0.104081E+04   0.171558E+02   0.000000E+00  -0.105797E+04   0.211593E+04
   0.303450E+02   0.106735E+02   0.332142E+00  -0.340895E+01  -0.351676E+00  -0.879498E+01   0.290567E+02   0.309478E+01   0.613051E+01  -0.383681E+01   0.175962E+01  -0.382426E+01   0.402856E-01   0.126604E-02   0.152798E-01   0.361566E-02   0.188537E-01  -0.104196E+04   0.145192E+02   0.000000E+00  -0.105648E+04   0.211296E+04
   0.302905E+02   0.103737E+02   0.126159E-01  -0.393624E+01   0.135839E+00  -0.860958E+01   0.287301E+02   0.351728E+01   0.446827E+01  -0.405554E+01  -0.226742E+01  -0.142290E+01   0.421711E-01   0.248404E-02   0.100340E-01   0.445880E-02   0.645747E-02  -0.103989E+04   0.160772E+02   0.000000E+00  -0.105597E+04   0.211193E+04
   0.303887E+02   0.106160E+02   0.698835E+00  -0.306664E+01   0.102881E+01  -0.837181E+01   0.293876E+02   0.224194E+01   0.592451E+01  -0.639335E+01   0.458819E+01  -0.293289E+01   0.383479E-01   0.548045E-01   0.724644E-02   0.426551E-01   0.181608E-01  -0.105407E+04   0.613400E+01   0.000000E+00  -0.106020E+04   0.212041E+04
   0.303887E+02   0.108429E+02   0.447478E+00  -0.306664E+01  -0.116554E+00  -0.745487E+01   0.291732E+02   0.236625E+01   0.547592E+01  -0.522166E+01   0.166717E+01  -0.252809E+01   0.478302E-01   0.155916E-01   0.133310E-01   0.112152E-02   0.207241E-01  -0.104750E+04   0.133439E+02   0.000000E+00  -0.106084E+04   0.212169E+04
   0.307611E+02   0.108429E+02   0.849193E+00  -0.340147E+01   0.776736E+00  -0.836306E+01   0.295546E+02   0.235061E+01   0.548968E+01  -0.285397E+01  -0.172242E+01  -0.568393E+00   0.439043E-01   0.616193E-02   0.141274E-02   0.135040E-03   0.388593E-02  -0.104453E+04   0.172611E+02   0.000000E+00  -0.106179E+04   0.212358E+04
   0.303539E+02   0.104498E+02   0.990755E+00  -0.327390E+01   0.795674E+00  -0.836306E+01   0.272354E+02   0.366793E+01   0.318598E+01  -0.271548E+01  -0.242622E+01  -0.452198E+01   0.326341E-01   0.992156E-02   0.118049E-02   0.126760E-02   0.230547E-01  -0.104236E+04   0.148782E+02   0.000000E+00  -0.105724E+04   0.211448E+04
   0.304298E+02   0.106218E+02   0.802794E+00  -0.367356E+01   0.600743E+00  -0.859075E+01   0.284190E+02   0.327310E+01   0.346515E+01  -0.180105E+01  -0.118501E+01   0.215746E+01   0.404827E-01   0.577823E-02   0.118049E-02   0.443761E-02   0.137389E-02  -0.103900E+04   0.171437E+02   0.000000E+00  -0.105614E+04   0.211229E+04
   0.304620E+02   0.108152E+02   0.905083E+00  -0.316421E+01   0.560581E+00  -0.815915E+01   0.276361E+02   0.243361E+01   0.330713E+01  -0.377938E+01  -0.645094E-01  -0.478047E+01   0.366193E-01   0.132440E-01   0.100084E-01   0.238626E-02   0.112323E-02  -0.103940E+04   0.157445E+02   0.000000E+00  -0.105514E+04   0.211029E+04
   0.303556E+02   0.108610E+02   0.934038E-01  -0.281521E+01   0.416922E+00  -0.863669E+01   0.289351E+02   0.232293E+01   0.531574E+01  -0.429473E+01   0.595016E+00  -0.432034E+00   0.449167E-01   0.342458E-02   0.889368E-02   0.783134E-02   0.611016E-02  -0.104260E+04   0.157947E+02   0.000000E+00  -0.105839E+04   0.211679E+04
   0.302259E+02   0.107174E+02   0.289729E+00  -0.268612E+01   0.678452E-01  -0.724756E+01   0.284262E+02   0.232293E+01   0.609635E+01  -0.644161E+01   0.116876E+01  -0.551168E+01   0.406817E-01   0.345469E-02   0.710836E-02   0.610293E-02   0.753187E-02  -0.104089E+04   0.160009E+02   0.000000E+00  -0.105689E+04   0.211378E+04
   0.301472E+02   0.107174E+02   0.289729E+00  -0.268612E+01   0.883802E+00  -0.723432E+01   0.287256E+02   0.789706E+00   0.572856E+01  -0.505215E+01   0.230248E+01  -0.446862E+00   0.415839E-01   0.496371E-02   0.218686E-01   0.164967E-02   0.767074E-02  -0.104327E+04   0.148054E+02   0.000000E+00  -0.105808E+04   0.211615E+04
   0.304619E+02   0.110996E+02   0.907059E+00  -0.213808E+01   0.827273E+00  -0.757721E+01   0.285798E+02   0.354507E+01   0.615101E+01  -0.405974E+01   0.786933E+00  -0.207682E+01   0.345376E-01   0.496371E-02   0.150033E-02   0.136594E-01   0.788654E-02  -0.104168E+04   0.156197E+02   0.000000E+00  -0.105730E+04   0.211460E+04
   0.306124E+02   0.110996E+02   0.736068E+00  -0.319513E+01   0.662063E+00  -0.757721E+01   0.276877E+02   0.255446E+01   0.367334E+01  -0.486866E+01   0.225317E+01  -0.207682E+01   0.413383E-01   0.326738E-01   0.484541E-02   0.114823E-01   0.283272E-02  -0.104669E+04   0.132373E+02   0.000000E+00  -0.105993E+04   0.211985E+04
   0.302971E+02   0.110996E+02   0.736068E+00  -0.281750E+01   0.971236E+00  -0.789237E+01   0.292183E+02   0.167068E+01   0.526855E+01  -0.476677E+01  -0.711129E+00  -0.187140E+01   0.394423E-01   0.133459E-01   0.618596E-02   0.395273E-02   0.203850E-01  -0.104545E+04   0.140337E+02   0.000000E+00  -0.105948E+04   0.211897E+04
   0.304488E+02   0.110996E+02   0.167448E+01  -0.265674E+01   0.116893E+01  -0.789237E+01   0.281472E+02   0.356128E+01   0.556289E+01  -0.466455E+01  -0.711129E+00  -0.408697E+01   0.347405E-01   0.714938E-02   0.447895E-02   0.123928E-01   0.139066E-01  -0.104530E+04   0.146279E+02   0.000000E+00  -0.105993E+04   0.211986E+04
   0.304328E+02   0.108938E+02   0.569639E+00  -0.226663E+01   0.932958E+00  -0.789237E+01   0.295817E+02   0.162617E+01   0.675027E+01  -0.715754E+01   0.483736E+00  -0.469412E+01   0.384378E-01   0.976239E-02   0.829672E-02   0.132970E-01   0.173839E-01  -0.104462E+04   0.135467E+02   0.000000E+00  -0.105817E+04   0.211633E+04
   0.304698E+02   0.108938E+02   0.858306E+00  -0.291764E+01   0.105469E+01  -0.789237E+01   0.284203E+02   0.254686E+01   0.413976E+01  -0.279394E+01  -0.202093E+01  -0.329242E+00   0.404806E-01   0.403324E-02   0.858874E-02   0.218653E-01   0.202132E-02  -0.103978E+04   0.147698E+02   0.000000E+00  -0.105455E+04   0.210910E+04
   0.300975E+02   0.104891E+02   0.231763E+00  -0.405605E+01  -0.161733E+00  -0.845920E+01   0.282605E+02   0.368731E+01   0.522410E+01  -0.958639E+00   0.140516E+01   0.209985E+01   0.446658E-01   0.457162E-02   0.341184E-02   0.492982E-02   0.775390E-02  -0.104885E+04   0.163540E+02   0.000000E+00  -0.106520E+04   0.213041E+04
   0.304166E+02   0.107307E+02   0.480128E+00  -0.292080E+01   0.178654E+00  -0.932506E+01   0.282605E+02   0.368731E+01   0.508958E+01  -0.321719E+01   0.680035E+00  -0.231563E+01   0.322314E-01   0.297807E-02   0.688267E-02   0.585542E-02   0.128613E-01  -0.104193E+04   0.155629E+02   0.000000E+00  -0.105749E+04   0.211499E+04
   0.305349E+02   0.109651E+02   0.349852E+00  -0.362027E+01   0.110257E+00  -0.852134E+01   0.287607E+02   0.344288E+01   0.508958E+01  -0.290304E+01  -0.252115E+01   0.140250E+01   0.399432E-01   0.224692E-02   0.749737E-02   0.304650E-01   0.103970E-01  -0.104415E+04   0.133601E+02   0.000000E+00  -0.105751E+04   0.211502E+04
   0.304321E+02   0.103670E+02   0.349852E+00  -0.369999E+01   0.424977E+00  -0.893089E+01   0.287607E+02   0.114236E+01   0.341885E+01  -0.430281E+01   0.567811E+00  -0.226491E+01   0.390551E-01   0.835949E-02   0.212763E-02   0.818030E-02   0.315126E-01  -0.104308E+04   0.134027E+02   0.000000E+00  -0.105648E+04   0.211297E+04
   0.303406E+02   0.104099E+02   0.174062E+00  -0.294052E+01   0.268563E+00  -0.878080E+01   0.279641E+02   0.269980E+01   0.532035E+01  -0.370829E+01  -0.141161E+01  -0.337314E+01   0.309992E-01   0.735221E-02   0.148986E-01   0.165023E-02   0.152917E-01  -0.104260E+04   0.145014E+02   0.000000E+00  -0.105710E+04   0.211420E+04
   0.301760E+02   0.105157E+02   0.534503E+00  -0.293968E+01   0.506667E+00  -0.819021E+01   0.279641E+02   0.205475E+01   0.626573E+01  -0.337659E+01   0.234801E+01  -0.107011E+01   0.419364E-01   0.205817E-01   0.965234E-02   0.292051E-01   0.229140E-01  -0.104758E+04   0.101854E+02   0.000000E+00  -0.105777E+04   0.211553E+04
   0.303017E+02   0.100153E+02   0.326917E+00  -0.397545E+01   0.121244E+01  -0.821418E+01   0.286426E+02   0.260846E+01   0.355944E+01  -0.525543E+01   0.415353E+00   0.138922E+00   0.396377E-01   0.159031E-01   0.157389E-01   0.263388E-01   0.141454E-01  -0.104721E+04   0.112081E+02   0.000000E+00  -0.105842E+04   0.211684E+04
   0.300539E+02   0.104551E+02   0.584375E+00  -0.260147E+01   0.773057E+00  -0.703318E+01   0.289786E+02   0.458790E+01   0.307278E+01  -0.291639E+01   0.990788E+00  -0.294654E+01   0.433073E-01   0.130964E-03   0.457483E-02   0.184767E-01   0.203991E-02  -0.104816E+04   0.158984E+02   0.000000E+00  -0.106406E+04   0.212812E+04
   0.302908E+02   0.104551E+02   0.257578E+00  -0.373896E+01   0.336950E+00  -0.818135E+01   0.286955E+02   0.398440E+01   0.372736E+01  -0.375119E+01  -0.190371E+01   0.517906E-01   0.409016E-01   0.592064E-02   0.225289E-02   0.662992E-03   0.225595E-02  -0.103844E+04   0.173114E+02   0.000000E+00  -0.105575E+04   0.211150E+04
   0.302556E+02   0.106050E+02   0.304516E+00  -0.317035E+01   0.119581E+00  -0.818135E+01   0.282455E+02   0.206552E+01   0.478490E+01  -0.468847E+01  -0.272499E+00  -0.356754E+01   0.385589E-01   0.321864E-02   0.549749E-02   0.637934E-02   0.102075E-01  -0.103630E+04   0.158904E+02   0.000000E+00  -0.105219E+04   0.210438E+04
   0.303228E+02   0.106075E+02   0.304516E+00  -0.363626E+01  -0.567126E-01  -0.806821E+01   0.282455E+02   0.217625E+01   0.544872E+01  -0.235186E+01  -0.344823E+00   0.725081E-01   0.377170E-01   0.627951E-02   0.166166E-02   0.786628E-03   0.172072E-02  -0.103678E+04   0.173758E+02   0.000000E+00  -0.105416E+04   0.210831E+04
   0.303757E+02   0.103584E+02   0.304516E+00  -0.363626E+01   0.875258E-01  -0.906292E+01   0.290594E+02   0.217625E+01   0.733871E+01  -0.715261E+01  -0.183795E+01  -0.124318E+01   0.380037E-01   0.670667E-02   0.138308E-01   0.536361E-02   0.188031E-02  -0.104255E+04   0.156425E+02   0.000000E+00  -0.105819E+04   0.211639E+04
   0.300413E+02   0.103719E+02   0.158293E-01  -0.239746E+01   0.557461E+00  -0.733623E+01   0.284110E+02   0.184340E+01   0.639581E+01  -0.466854E+01   0.129424E+01  -0.298687E+01   0.353045E-01   0.118965E-01   0.121169E-01   0.295310E-03   0.113613E-02  -0.104179E+04   0.158762E+02   0.000000E+00  -0.105767E+04   0.211533E+04
   0.301972E+02   0.106150E+02  -0.693333E+00  -0.296540E+01  -0.144054E+00  -0.781754E+01   0.284110E+02   0.320351E+01   0.443421E+01  -0.374750E+01  -0.179847E+01  -0.411389E+01   0.372185E-01   0.628890E-02   0.412621E-01   0.444221E-02   0.102328E-01  -0.104500E+04   0.121981E+02   0.000000E+00  -0.105720E+04   0.211440E+04
   0.302347E+02   0.107850E+02  -0.954390E-01  -0.288450E+01  -0.179490E-01  -0.704605E+01   0.291868E+02   0.703654E+00   0.809630E+01  -0.456937E+01  -0.173332E+01  -0.109802E+01   0.360637E-01   0.912518E-02   0.222230E-01   0.101581E-01   0.372437E-03  -0.104506E+04   0.142328E+02   0.000000E+00  -0.105929E+04   0.211859E+04
   0.301729E+02   0.104241E+02  -0.305941E+00  -0.298853E+01   0.343769E+00  -0.704605E+01   0.293429E+02   0.271819E+01   0.751912E+01  -0.412495E+01   0.257301E+01  -0.200674E+01   0.417742E-01   0.423417E-02   0.617899E-02   0.369549E-02   0.285810E-02  -0.104326E+04   0.167240E+02   0.000000E+00  -0.105998E+04   0.211997E+04
   0.302597E+02   0.103661E+02   0.132187E+00  -0.383136E+01   0.300148E+00  -0.898368E+01   0.290475E+02   0.111111E+01   0.865263E+01  -0.716029E+01   0.270372E+01  -0.175858E+01   0.362327E-01   0.192182E-02   0.548270E-02   0.418554E-02   0.230344E-02  -0.104133E+04   0.170313E+02   0.000000E+00  -0.105836E+04   0.211672E+04
   0.300884E+02   0.104797E+02  -0.448820E+00  -0.306820E+01  -0.209354E+00  -0.828340E+01   0.279985E+02   0.111111E+01   0.513800E+01  -0.668452E+01  -0.421361E-01  -0.601141E+01   0.389327E-01   0.192182E-02   0.806472E-02   0.990791E-02   0.658176E-02  -0.104390E+04   0.157731E+02   0.000000E+00  -0.105967E+04   0.211935E+04
   0.300127E+02   0.104937E+02  -0.202920E+00  -0.306820E+01  -0.190400E+00  -0.746702E+01   0.271728E+02   0.294654E+01   0.401907E+01  -0.518392E+01   0.402160E+00  -0.262736E+01   0.386555E-01   0.571404E-02   0.598787E-02   0.490582E-02   0.360369E-01  -0.104622E+04   0.131562E+02   0.000000E+00  -0.105938E+04   0.211875E+04
   0.305035E+02   0.109573E+02  -0.698596E-02  -0.287658E+01  -0.129910E+00  -0.785656E+01   0.284081E+02   0.228759E+01   0.455660E+01  -0.623080E+01  -0.127961E+01  -0.282972E+01   0.393541E-01   0.106579E-02   0.105099E-01   0.786294E-02   0.103182E-01  -0.104093E+04   0.154450E+02   0.000000E+00  -0.105637E+04   0.211275E+04
   0.301415E+02   0.106920E+02  -0.399396E+00  -0.246824E+01  -0.104415E+00  -0.770925E+01   0.283551E+02   0.150612E+01   0.569960E+01  -0.597381E+01  -0.791398E+00  -0.552945E+00   0.335224E-01   0.518350E-02   0.597462E-02   0.128417E-01   0.141073E-01  -0.104255E+04   0.146100E+02   0.000000E+00  -0.105716E+04   0.211432E+04
   0.303401E+02   0.106620E+02  -0.454196E-01  -0.338532E+01   0.105472E+00  -0.770925E+01   0.287572E+02   0.460837E+01   0.375242E+01  -0.355226E+01  -0.455986E+01  -0.283629E+01   0.411578E-01   0.101071E-01   0.454348E-02   0.296696E-01   0.881397E-02  -0.104598E+04   0.131073E+02   0.000000E+00  -0.105909E+04   0.211817E+04
   0.302751E+02   0.105585E+02   0.762220E+00  -0.356430E+01   0.148817E+00  -0.848738E+01   0.271744E+02   0.239579E+01   0.240117E+01  -0.226745E+01  -0.154027E+01  -0.106150E+01   0.363214E-01   0.148092E-01   0.187677E-02   0.175378E-01   0.811044E-02  -0.104235E+04   0.141873E+02   0.000000E+00  -0.105654E+04   0.211307E+04
   0.303083E+02   0.104507E+02   0.368267E+00  -0.320850E+01   0.495446E+00  -0.825688E+01   0.283670E+02   0.297136E+01   0.368465E+01  -0.310895E+01   0.610175E-01  -0.174420E+01   0.368368E-01   0.477308E-02   0.194433E-02   0.132750E-01   0.255849E-01  -0.103920E+04   0.138629E+02   0.000000E+00  -0.105306E+04   0.210613E+04
   0.303075E+02   0.105700E+02  -0.383874E+00  -0.318719E+01  -0.381103E+00  -0.825688E+01   0.291299E+02   0.314507E+01   0.280380E+01  -0.403430E+01  -0.576213E+00  -0.252752E+01   0.375474E-01   0.784411E-02   0.244660E-01   0.111510E-02   0.139732E-01  -0.104627E+04   0.136808E+02   0.000000E+00  -0.105995E+04   0.211990E+04
   0.302949E+02   0.108777E+02   0.452268E+00  -0.311899E+01   0.149057E+00  -0.825688E+01   0.286494E+02   0.164602E+01   0.459577E+01  -0.403430E+01  -0.306206E+01   0.470826E+00   0.369624E-01   0.170527E-01   0.941247E-02   0.257533E-01   0.176330E-03  -0.104188E+04   0.131812E+02   0.000000E+00  -0.105506E+04   0.211012E+04
   0.302578E+02   0.108561E+02   0.211755E+00  -0.269466E+01   0.149057E+00  -0.797065E+01   0.278448E+02   0.189163E+01   0.371707E+01  -0.356303E+01  -0.308085E+01   0.140951E+01   0.335653E-01   0.133661E-01   0.247731E-02   0.655704E-02   0.256296E-03  -0.104044E+04   0.161550E+02   0.000000E+00  -0.105660E+04   0.211319E+04
   0.303316E+02   0.109882E+02  -0.359216E-03  -0.313802E+01  -0.471040E+00  -0.773038E+01   0.283275E+02   0.314836E+01   0.430568E+01  -0.275141E+01  -0.158367E+01  -0.216677E+01   0.463203E-01   0.996551E-03   0.125507E-02   0.680602E-02   0.256296E-03  -0.104120E+04   0.174893E+02   0.000000E+00  -0.105869E+04   0.211738E+04
   0.304605E+02   0.111298E+02   0.418571E+00  -0.241720E+01   0.878749E+00  -0.740347E+01   0.279056E+02   0.170362E+01   0.420461E+01  -0.412415E+01   0.255639E-01  -0.188630E+01   0.369550E-01   0.152013E-01   0.108552E-01   0.422689E-02   0.409485E-02  -0.104011E+04   0.149829E+02   0.000000E+00  -0.105509E+04   0.211019E+04
   0.304677E+02   0.111649E+02   0.347779E+00  -0.260862E+01   0.301805E+00  -0.748778E+01   0.283283E+02   0.298127E+01   0.655345E+01  -0.323219E+01  -0.308562E+00  -0.338635E+00   0.413516E-01   0.233147E-02   0.762875E-02   0.917337E-02   0.141838E-01  -0.104158E+04   0.150889E+02   0.000000E+00  -0.105667E+04   0.211334E+04
   0.304975E+02   0.988379E+01   0.347779E+00  -0.473329E+01   0.118692E+01  -0.875782E+01   0.284608E+02   0.407908E+01   0.516628E+01  -0.323219E+01  -0.255364E+01   0.119071E+00   0.382352E-01   0.964086E-02   0.644815E-02   0.118471E-01   0.156227E-01  -0.104708E+04   0.140648E+02   0.000000E+00  -0.106114E+04   0.212229E+04
   0.303976E+02   0.976265E+01   0.347779E+00  -0.412121E+01   0.143789E+01  -0.852245E+01   0.286012E+02   0.332389E+01   0.495358E+01  -0.599146E+01  -0.105997E+01  -0.437499E+01   0.421197E-01   0.393731E-03   0.568048E-02   0.678859E-03   0.923080E-02  -0.104333E+04   0.168223E+02   0.000000E+00  -0.106015E+04   0.212030E+04
   0.303223E+02   0.939094E+01   0.741092E+00  -0.435780E+01   0.156871E+01  -0.898497E+01   0.286958E+02   0.185964E+01   0.465958E+01  -0.594094E+01   0.481655E+00  -0.168122E+01   0.416845E-01   0.406992E-02   0.163789E-01   0.653819E-02   0.194383E-02  -0.104611E+04   0.155276E+02   0.000000E+00  -0.106164E+04   0.212328E+04
   0.305111E+02   0.100885E+02   0.957855E+00  -0.426106E+01   0.830529E+00  -0.905366E+01   0.297776E+02   0.182458E+01   0.616126E+01  -0.477086E+01   0.504361E-01  -0.223635E+01   0.413351E-01   0.171165E-01   0.380876E-01   0.108971E-01   0.387808E-02  -0.104740E+04   0.114228E+02   0.000000E+00  -0.105882E+04   0.211765E+04
   0.304960E+02   0.100885E+02   0.248735E+00  -0.443117E+01   0.114501E+01  -0.952263E+01   0.297776E+02   0.182458E+01   0.673308E+01  -0.399637E+01  -0.106538E+01  -0.170375E+01   0.442055E-01   0.176628E-01   0.160388E-01   0.523937E-02   0.146850E-01  -0.104838E+04   0.130581E+02   0.000000E+00  -0.106144E+04   0.212288E+04
   0.304159E+02   0.109822E+02   0.147567E+00  -0.313271E+01   0.997377E+00  -0.773020E+01   0.283458E+02   0.185709E+01   0.726965E+01  -0.501541E+01  -0.751404E+00  -0.534021E+01   0.370383E-01   0.462576E-03   0.192017E-02   0.271101E-01   0.369800E-02  -0.104576E+04   0.151016E+02   0.000000E+00  -0.106086E+04   0.212172E+04
   0.303908E+02   0.102986E+02   0.478015E+00  -0.273628E+01   0.135254E+01  -0.876664E+01   0.279276E+02   0.327585E+01   0.293241E+01  -0.284383E+01  -0.148069E+01   0.816086E+00   0.374346E-01   0.136482E-02   0.104494E-01   0.248764E-01   0.124974E-01  -0.104503E+04   0.135019E+02   0.000000E+00  -0.105853E+04   0.211706E+04
   0.302741E+02   0.105562E+02   0.724427E+00  -0.355497E+01   0.632034E+00  -0.824500E+01   0.282062E+02   0.297604E+01   0.427821E+01  -0.305773E+01   0.223379E+01  -0.160536E+01   0.350059E-01   0.180045E-02   0.314756E-02   0.473963E-01   0.114072E-01  -0.104433E+04   0.120455E+02   0.000000E+00  -0.105638E+04   0.211275E+04
   0.303755E+02   0.104019E+02   0.724427E+00  -0.390851E+01   0.741133E+00  -0.819218E+01   0.289440E+02   0.319446E+01   0.314973E+01  -0.458098E+01   0.198428E+01   0.151289E+01   0.420374E-01   0.334581E-02   0.965488E-02   0.102674E-02   0.304611E-02  -0.104423E+04   0.167133E+02   0.000000E+00  -0.106094E+04   0.212189E+04
   0.303755E+02   0.102496E+02   0.657378E+00  -0.390851E+01   0.781569E+00  -0.920912E+01   0.290296E+02   0.137903E+01   0.476603E+01  -0.468164E+01   0.389443E+01  -0.335594E+01   0.384062E-01   0.578005E-02   0.367757E-02   0.102446E-01   0.186489E-01  -0.104491E+04   0.145856E+02   0.000000E+00  -0.105950E+04   0.211899E+04
   0.304251E+02   0.103676E+02   0.796830E+00  -0.381367E+01   0.781569E+00  -0.909532E+01   0.284547E+02   0.185759E+00   0.476603E+01  -0.616805E+01   0.806738E-02  -0.274974E+01   0.389350E-01   0.331513E-02   0.231284E-02   0.533708E-02   0.948583E-02  -0.103902E+04   0.163756E+02   0.000000E+00  -0.105540E+04   0.211079E+04
   0.304251E+02   0.101876E+02   0.796830E+00  -0.418488E+01   0.967616E+00  -0.844018E+01   0.293952E+02  -0.194448E+00   0.722850E+01  -0.515972E+01   0.162303E+00  -0.232805E+01   0.350701E-01   0.131472E-01   0.926872E-02   0.953391E-02   0.249311E-02  -0.104467E+04   0.149764E+02   0.000000E+00  -0.105965E+04   0.211929E+04
   0.303344E+02   0.103707E+02   0.705308E+00  -0.331804E+01   0.967616E+00  -0.769623E+01   0.286237E+02   0.109479E+01   0.723934E+01  -0.437172E+01   0.799702E+00  -0.274554E+01   0.359127E-01   0.696606E-03   0.374126E-02   0.761447E-02   0.510454E-02  -0.103931E+04   0.167050E+02   0.000000E+00  -0.105601E+04   0.211203E+04
   0.302746E+02   0.105454E+02   0.705308E+00  -0.243975E+01   0.282477E+00  -0.827526E+01   0.280645E+02   0.371390E+01   0.462453E+01  -0.385141E+01  -0.493558E+00  -0.200802E+00   0.333985E-01   0.696606E-03   0.124803E-02   0.547950E-02   0.622997E-02  -0.104216E+04   0.170553E+02   0.000000E+00  -0.105922E+04   0.211843E+04
   0.301900E+02   0.103866E+02   0.333595E+00  -0.364098E+01   0.282477E+00  -0.871044E+01   0.286810E+02   0.346381E+01   0.311731E+01  -0.297498E+01  -0.390461E+01  -0.158743E+01   0.445798E-01   0.116630E-01   0.577541E-02   0.378696E-03   0.295910E-02  -0.104281E+04   0.163431E+02   0.000000E+00  -0.105915E+04   0.211831E+04
