Kmin_MR_a0    Kmin_MR_a1    Kmin_MR_a2    Kmin_MR_a3    Kmin_MR_a4    Kmin_MR_a5    Kmin_MR_a6    Kmin_MR_a7    Kmin_TR_a0    Kmin_TR_a1    Kmin_TR_a2    Kmin_TR_a3    Kmin_TR_a4    Kmin_TR_a5    Kmin_TR_a6    Kmin_TR_a7    Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.304319E+02  0.108865E+02  0.534622E+00 -0.104888E+01  0.195586E+00 -0.415117E+01  0.246698E+01  0.579636E+01  0.274034E+02  0.331859E+01  0.282418E+01  0.689978E+00 -0.619838E+01  0.639491E+01 -0.472453E+01  0.724923E+01  0.175779E-01  0.663037E-02  0.213799E-02  0.567327E-02  0.181824E-01 -0.990174E+03
  0.304319E+02  0.108865E+02  0.534622E+00 -0.104888E+01  0.195586E+00 -0.415117E+01  0.246698E+01  0.579636E+01  0.274034E+02  0.334038E+01  0.282418E+01  0.689978E+00 -0.619838E+01  0.642952E+01 -0.472453E+01  0.724923E+01  0.175779E-01  0.257111E-01  0.223064E-02  0.567327E-02  0.245402E-01 -0.992914E+03
  0.304319E+02  0.108865E+02  0.381259E+00 -0.104888E+01  0.178517E+00 -0.415117E+01  0.246698E+01  0.579636E+01  0.274034E+02  0.334038E+01  0.282418E+01  0.689978E+00 -0.619838E+01  0.642952E+01 -0.472453E+01  0.724923E+01  0.175779E-01  0.257111E-01  0.223064E-02  0.567327E-02  0.245402E-01 -0.992841E+03
  0.304319E+02  0.108865E+02  0.381259E+00 -0.104888E+01  0.178517E+00 -0.415117E+01  0.246698E+01  0.515204E+01  0.274034E+02  0.334038E+01  0.282418E+01  0.689978E+00 -0.619838E+01  0.642952E+01 -0.472453E+01  0.724923E+01  0.175779E-01  0.257111E-01  0.482688E-02  0.567327E-02  0.245402E-01 -0.993198E+03
  0.304319E+02  0.108865E+02  0.381259E+00 -0.123573E+01  0.178517E+00 -0.415117E+01  0.246698E+01  0.515204E+01  0.274034E+02  0.334038E+01  0.282418E+01  0.599315E+00 -0.627484E+01  0.642952E+01 -0.472453E+01  0.724923E+01  0.158198E-01  0.243498E-01  0.482688E-02  0.567327E-02  0.245402E-01 -0.993942E+03
  0.304319E+02  0.108865E+02  0.381259E+00 -0.123573E+01 -0.174983E-01 -0.471964E+01  0.107818E+01  0.515204E+01  0.276429E+02  0.341384E+01  0.282418E+01  0.599315E+00 -0.627484E+01  0.642952E+01 -0.472453E+01  0.724923E+01  0.204915E-01  0.140854E-01  0.482688E-02  0.567327E-02  0.245402E-01 -0.990862E+03
  0.304319E+02  0.108865E+02  0.381259E+00 -0.123573E+01 -0.174983E-01 -0.471964E+01  0.107818E+01  0.515204E+01  0.276429E+02  0.341384E+01  0.282418E+01  0.599315E+00 -0.627484E+01  0.642952E+01 -0.472453E+01  0.733717E+01  0.204915E-01  0.140854E-01  0.482688E-02  0.567327E-02  0.285058E-01 -0.990831E+03
  0.304319E+02  0.108991E+02  0.381259E+00 -0.123573E+01 -0.174983E-01 -0.471964E+01  0.107818E+01  0.515204E+01  0.276429E+02  0.341384E+01  0.282418E+01  0.599315E+00 -0.627484E+01  0.642952E+01 -0.472453E+01  0.733717E+01  0.250910E-01  0.140854E-01  0.482688E-02  0.567327E-02  0.285058E-01 -0.991593E+03
  0.304319E+02  0.108991E+02  0.381259E+00 -0.123573E+01 -0.174983E-01 -0.471964E+01  0.107818E+01  0.515204E+01  0.276429E+02  0.341384E+01  0.286109E+01  0.599315E+00 -0.627484E+01  0.642952E+01 -0.472453E+01  0.733717E+01  0.250910E-01  0.381673E-02  0.482688E-02  0.567327E-02  0.373004E-01 -0.991433E+03
  0.304270E+02  0.110810E+02  0.381259E+00 -0.123573E+01 -0.174983E-01 -0.471964E+01  0.107818E+01  0.515204E+01  0.276429E+02  0.341384E+01  0.286109E+01  0.562934E+00 -0.627484E+01  0.642952E+01 -0.472453E+01  0.733717E+01  0.250910E-01  0.663668E-02  0.482688E-02  0.567327E-02  0.422228E-01 -0.992303E+03
  0.304270E+02  0.109804E+02  0.381259E+00 -0.123573E+01 -0.174983E-01 -0.471964E+01  0.107818E+01  0.515204E+01  0.276429E+02  0.344013E+01  0.284260E+01  0.549708E+00 -0.627484E+01  0.642952E+01 -0.472453E+01  0.733717E+01  0.250910E-01  0.663668E-02  0.470103E-02  0.567327E-02  0.422228E-01 -0.992034E+03
  0.304270E+02  0.109804E+02  0.487333E+00 -0.123573E+01  0.414175E-01 -0.471964E+01  0.107818E+01  0.515204E+01  0.276429E+02  0.344013E+01  0.284260E+01  0.549708E+00 -0.627484E+01  0.635221E+01 -0.464463E+01  0.733717E+01  0.234471E-01  0.663668E-02  0.470103E-02  0.648917E-02  0.422228E-01 -0.992282E+03
  0.304270E+02  0.109804E+02  0.487333E+00 -0.123573E+01  0.414175E-01 -0.426093E+01  0.107818E+01  0.515204E+01  0.276429E+02  0.344013E+01  0.284260E+01  0.549708E+00 -0.627484E+01  0.635221E+01 -0.499152E+01  0.733717E+01  0.234471E-01  0.663668E-02  0.470103E-02  0.648917E-02  0.422228E-01 -0.993350E+03
  0.304270E+02  0.109804E+02  0.487333E+00 -0.123573E+01 -0.831800E+00 -0.426093E+01  0.107818E+01  0.515204E+01  0.276429E+02  0.344013E+01  0.284260E+01  0.549708E+00 -0.627484E+01  0.635221E+01 -0.499152E+01  0.733717E+01  0.234471E-01  0.663668E-02  0.564559E-02  0.291033E-02  0.466090E-01 -0.991949E+03
  0.304270E+02  0.109804E+02  0.487333E+00 -0.119310E+01 -0.831800E+00 -0.426093E+01  0.107818E+01  0.515204E+01  0.276429E+02  0.344013E+01  0.284260E+01  0.549708E+00 -0.627484E+01  0.635221E+01 -0.499152E+01  0.733717E+01  0.234471E-01  0.663668E-02  0.564559E-02  0.291033E-02  0.522197E-01 -0.992590E+03
  0.304270E+02  0.109804E+02  0.219251E+00 -0.119310E+01 -0.831800E+00 -0.376886E+01  0.107818E+01  0.653699E+01  0.278404E+02  0.344013E+01  0.284260E+01  0.549708E+00 -0.640059E+01  0.635221E+01 -0.487271E+01  0.733717E+01  0.205773E-01  0.134425E-01  0.114564E-01  0.498202E-02  0.295098E-01 -0.990159E+03
  0.304195E+02  0.109804E+02  0.219251E+00 -0.119310E+01 -0.136434E+00 -0.376886E+01  0.107818E+01  0.653699E+01  0.278404E+02  0.332553E+01  0.284260E+01  0.549708E+00 -0.640059E+01  0.635221E+01 -0.487271E+01  0.733717E+01  0.205773E-01  0.581638E-02  0.114564E-01  0.498202E-02  0.229250E-01 -0.990378E+03
  0.304195E+02  0.109804E+02  0.219251E+00 -0.119310E+01 -0.136434E+00 -0.376886E+01  0.107818E+01  0.645436E+01  0.278404E+02  0.332553E+01  0.284260E+01  0.549708E+00 -0.640059E+01  0.635221E+01 -0.487271E+01  0.733717E+01  0.205773E-01  0.581638E-02  0.114564E-01  0.498202E-02  0.229250E-01 -0.990153E+03
  0.304195E+02  0.109804E+02  0.219251E+00 -0.119310E+01 -0.136434E+00 -0.376886E+01  0.150191E+01  0.645436E+01  0.278404E+02  0.332553E+01  0.284260E+01  0.690985E+00 -0.640059E+01  0.635221E+01 -0.487271E+01  0.733717E+01  0.203693E-01  0.581638E-02  0.114564E-01  0.498202E-02  0.178839E-02 -0.987824E+03
  0.304195E+02  0.109804E+02  0.219251E+00 -0.119310E+01 -0.100511E+01 -0.376886E+01  0.150191E+01  0.645436E+01  0.278404E+02  0.332553E+01  0.284260E+01  0.690985E+00 -0.640059E+01  0.635221E+01 -0.487271E+01  0.728156E+01  0.203693E-01  0.581638E-02  0.114564E-01  0.498202E-02  0.178839E-02 -0.989325E+03
  0.304195E+02  0.109804E+02  0.219251E+00 -0.119310E+01 -0.100511E+01 -0.376886E+01  0.150191E+01  0.645436E+01  0.278127E+02  0.332553E+01  0.284260E+01  0.690985E+00 -0.640059E+01  0.635221E+01 -0.487271E+01  0.728156E+01  0.203693E-01  0.581638E-02  0.114564E-01  0.498202E-02  0.178839E-02 -0.988710E+03
  0.304195E+02  0.109804E+02  0.219251E+00 -0.119310E+01 -0.100511E+01 -0.376886E+01  0.675710E+00  0.645436E+01  0.278127E+02  0.332553E+01  0.284260E+01  0.690985E+00 -0.640059E+01  0.637060E+01 -0.487271E+01  0.728156E+01  0.259695E-01  0.581638E-02  0.966491E-02  0.111872E-01  0.178839E-02 -0.989073E+03
  0.304195E+02  0.109804E+02  0.219251E+00 -0.106257E+01 -0.100511E+01 -0.376886E+01  0.675710E+00  0.645436E+01  0.278127E+02  0.332553E+01  0.284260E+01  0.690985E+00 -0.640059E+01  0.637060E+01 -0.487271E+01  0.728156E+01  0.259695E-01  0.324522E-02  0.647342E-02  0.917377E-02  0.178839E-02 -0.988343E+03
  0.304195E+02  0.109804E+02 -0.183600E+00 -0.106257E+01 -0.100511E+01 -0.432848E+01 -0.730241E+00  0.645436E+01  0.280801E+02  0.332553E+01  0.284260E+01  0.690985E+00 -0.640059E+01  0.637060E+01 -0.487271E+01  0.728156E+01  0.259695E-01  0.324522E-02  0.647342E-02  0.917377E-02  0.178839E-02 -0.995454E+03
  0.304195E+02  0.108376E+02 -0.183600E+00 -0.708796E+00 -0.100511E+01 -0.474895E+01 -0.302168E+00  0.645436E+01  0.280801E+02  0.328972E+01  0.284260E+01  0.121055E+01 -0.640059E+01  0.637060E+01 -0.487271E+01  0.728156E+01  0.265694E-01  0.953681E-02  0.647342E-02  0.917377E-02  0.116345E-01 -0.100136E+04
  0.304195E+02  0.108376E+02 -0.183600E+00 -0.131586E+01 -0.100511E+01 -0.474895E+01 -0.233405E-01  0.645436E+01  0.285993E+02  0.364430E+01  0.295062E+01  0.121055E+01 -0.619731E+01  0.637060E+01 -0.487914E+01  0.728156E+01  0.265694E-01  0.953681E-02  0.312770E-01  0.917377E-02  0.240924E-03 -0.100024E+04
  0.304195E+02  0.108376E+02 -0.183600E+00 -0.131586E+01 -0.103662E+01 -0.474895E+01 -0.233405E-01  0.645436E+01  0.284328E+02  0.364430E+01  0.295062E+01  0.121055E+01 -0.619731E+01  0.637060E+01 -0.487914E+01  0.728156E+01  0.265694E-01  0.248961E-01  0.254762E-01  0.917377E-02  0.675147E-02 -0.999757E+03
  0.304195E+02  0.109695E+02 -0.183600E+00 -0.131586E+01 -0.102730E+01 -0.474895E+01  0.139505E+01  0.645436E+01  0.284328E+02  0.364430E+01  0.295062E+01  0.121055E+01 -0.619731E+01  0.637060E+01 -0.487914E+01  0.728156E+01  0.217332E-01  0.623217E-03  0.254762E-01  0.917377E-02  0.675147E-02 -0.995683E+03
  0.304195E+02  0.109695E+02 -0.183600E+00 -0.131586E+01 -0.102730E+01 -0.474895E+01  0.139505E+01  0.512313E+01  0.281967E+02  0.364430E+01  0.295062E+01  0.121055E+01 -0.619731E+01  0.637060E+01 -0.481688E+01  0.728156E+01  0.217332E-01  0.623217E-03  0.153206E-01  0.172321E-01  0.675147E-02 -0.991476E+03
  0.304195E+02  0.109695E+02  0.671360E-02 -0.137698E+01 -0.102730E+01 -0.474895E+01  0.139505E+01  0.512313E+01  0.281498E+02  0.364430E+01  0.295062E+01  0.121055E+01 -0.619731E+01  0.637060E+01 -0.481688E+01  0.728156E+01  0.217332E-01  0.623217E-03  0.153206E-01  0.172321E-01  0.886717E-02 -0.990726E+03
  0.304195E+02  0.109695E+02  0.398636E+00 -0.137698E+01 -0.102730E+01 -0.474895E+01  0.121967E+01  0.512313E+01  0.281498E+02  0.364430E+01  0.292233E+01  0.121055E+01 -0.619731E+01  0.637060E+01 -0.481688E+01  0.728156E+01  0.217332E-01  0.623217E-03  0.153206E-01  0.121163E-01  0.224356E-01 -0.993005E+03
  0.304195E+02  0.109695E+02  0.398636E+00 -0.137698E+01 -0.102730E+01 -0.548165E+01  0.121967E+01  0.517844E+01  0.282544E+02  0.364607E+01  0.292233E+01  0.132842E+01 -0.619731E+01  0.637060E+01 -0.481688E+01  0.722293E+01  0.217332E-01  0.623217E-03  0.153206E-01  0.121163E-01  0.302757E-01 -0.997062E+03
  0.303805E+02  0.109695E+02  0.398636E+00 -0.137698E+01 -0.102730E+01 -0.548165E+01  0.121967E+01  0.517844E+01  0.282544E+02  0.364607E+01  0.292233E+01  0.117956E+01 -0.619731E+01  0.637060E+01 -0.491057E+01  0.722293E+01  0.268048E-01  0.623217E-03  0.153206E-01  0.121163E-01  0.302757E-01 -0.997553E+03
  0.303805E+02  0.109695E+02  0.398636E+00 -0.137698E+01 -0.102730E+01 -0.548165E+01  0.575160E+00  0.517844E+01  0.282544E+02  0.364607E+01  0.292233E+01  0.117956E+01 -0.619731E+01  0.637060E+01 -0.491057E+01  0.704548E+01  0.268048E-01  0.623217E-03  0.664973E-02  0.121163E-01  0.225251E-01 -0.997160E+03
  0.303805E+02  0.109695E+02 -0.302177E+00 -0.180620E+01 -0.165539E+01 -0.548165E+01  0.349680E+00  0.517844E+01  0.282544E+02  0.364607E+01  0.292233E+01  0.117956E+01 -0.619731E+01  0.637060E+01 -0.491057E+01  0.725970E+01  0.277655E-01  0.623217E-03  0.664973E-02  0.121163E-01  0.225251E-01 -0.996494E+03
  0.303805E+02  0.109695E+02 -0.256723E+00 -0.126484E+01 -0.165539E+01 -0.548165E+01  0.349680E+00  0.517844E+01  0.282544E+02  0.364607E+01  0.292233E+01  0.117956E+01 -0.619731E+01  0.637060E+01 -0.491057E+01  0.725970E+01  0.219745E-01  0.623217E-03  0.664973E-02  0.121163E-01  0.225251E-01 -0.996101E+03
  0.303805E+02  0.109695E+02 -0.256723E+00 -0.126484E+01 -0.135171E+01 -0.537913E+01  0.349680E+00  0.517844E+01  0.282544E+02  0.364607E+01  0.296919E+01  0.108529E+01 -0.619731E+01  0.637060E+01 -0.491057E+01  0.740134E+01  0.219745E-01  0.623217E-03  0.603063E-02  0.126511E-01  0.225251E-01 -0.994743E+03
  0.303805E+02  0.109695E+02 -0.256723E+00 -0.126484E+01 -0.135171E+01 -0.521429E+01  0.349680E+00  0.517844E+01  0.282544E+02  0.364607E+01  0.296919E+01  0.108529E+01 -0.619731E+01  0.637060E+01 -0.491057E+01  0.740134E+01  0.219745E-01  0.623217E-03  0.603063E-02  0.189808E-01  0.282860E-01 -0.994958E+03
  0.303805E+02  0.109017E+02 -0.256723E+00 -0.126484E+01 -0.135171E+01 -0.489065E+01  0.349680E+00  0.517844E+01  0.282544E+02  0.373486E+01  0.296919E+01  0.108529E+01 -0.619731E+01  0.637060E+01 -0.491057E+01  0.725379E+01  0.219745E-01  0.623217E-03  0.603063E-02  0.189808E-01  0.282860E-01 -0.994734E+03
  0.304316E+02  0.109017E+02 -0.256723E+00 -0.126484E+01 -0.135171E+01 -0.489065E+01  0.349680E+00  0.517844E+01  0.282544E+02  0.373486E+01  0.285977E+01  0.108529E+01 -0.617149E+01  0.637060E+01 -0.491057E+01  0.725379E+01  0.219745E-01  0.623217E-03  0.603063E-02  0.229156E-01  0.282860E-01 -0.995375E+03
  0.304316E+02  0.109017E+02 -0.256723E+00 -0.126484E+01 -0.135171E+01 -0.489065E+01  0.349680E+00  0.517844E+01  0.282544E+02  0.373486E+01  0.285977E+01  0.108529E+01 -0.617149E+01  0.637060E+01 -0.491057E+01  0.725379E+01  0.251155E-01  0.623217E-03  0.603063E-02  0.229156E-01  0.282860E-01 -0.995269E+03
  0.304316E+02  0.109017E+02 -0.256723E+00 -0.126484E+01 -0.135171E+01 -0.489065E+01  0.349680E+00  0.517844E+01  0.282544E+02  0.373486E+01  0.280939E+01  0.108529E+01 -0.617149E+01  0.637060E+01 -0.491057E+01  0.725379E+01  0.251155E-01  0.623217E-03  0.918486E-02  0.119786E-01  0.286784E-01 -0.994513E+03
  0.304316E+02  0.109017E+02 -0.256723E+00 -0.104380E+01 -0.135171E+01 -0.489065E+01  0.349680E+00  0.517844E+01  0.282544E+02  0.373486E+01  0.272001E+01  0.108529E+01 -0.616158E+01  0.637060E+01 -0.491057E+01  0.725379E+01  0.261741E-01  0.623217E-03  0.613537E-02  0.136537E-01  0.107632E-01 -0.994523E+03
  0.305375E+02  0.110677E+02 -0.256723E+00 -0.104380E+01 -0.135171E+01 -0.489065E+01  0.581459E+00  0.517844E+01  0.282544E+02  0.373486E+01  0.272001E+01  0.108529E+01 -0.616158E+01  0.637060E+01 -0.491057E+01  0.725379E+01  0.261741E-01  0.623217E-03  0.550405E-02  0.151244E-01  0.107632E-01 -0.994617E+03
  0.305375E+02  0.110677E+02 -0.620749E-01 -0.133608E+01 -0.135171E+01 -0.489065E+01  0.105062E+01  0.517844E+01  0.282544E+02  0.373486E+01  0.272001E+01  0.108529E+01 -0.616158E+01  0.637060E+01 -0.490316E+01  0.725379E+01  0.261741E-01  0.404733E-02  0.550405E-02  0.851156E-02  0.180375E-01 -0.993388E+03
  0.305375E+02  0.110677E+02 -0.620749E-01 -0.152584E+01 -0.135171E+01 -0.489065E+01  0.105062E+01  0.517844E+01  0.282544E+02  0.373486E+01  0.272001E+01  0.108529E+01 -0.599891E+01  0.637060E+01 -0.490316E+01  0.725379E+01  0.244902E-01  0.404733E-02  0.550405E-02  0.851156E-02  0.180375E-01 -0.993035E+03
  0.305375E+02  0.110677E+02 -0.620749E-01 -0.152584E+01 -0.868146E+00 -0.489065E+01  0.104749E+01  0.521167E+01  0.282544E+02  0.373486E+01  0.272001E+01  0.108529E+01 -0.599891E+01  0.637060E+01 -0.490316E+01  0.725379E+01  0.244902E-01  0.177413E-01  0.550405E-02  0.851156E-02  0.102722E-01 -0.992159E+03
  0.305375E+02  0.110677E+02 -0.620749E-01 -0.152584E+01 -0.868146E+00 -0.489065E+01  0.104749E+01  0.594100E+01  0.282544E+02  0.373486E+01  0.297063E+01  0.134823E+01 -0.580139E+01  0.635697E+01 -0.490316E+01  0.725379E+01  0.246984E-01  0.177413E-01  0.550405E-02  0.851156E-02  0.226742E-02 -0.992364E+03
  0.305848E+02  0.110677E+02 -0.620749E-01 -0.152584E+01 -0.868146E+00 -0.489065E+01  0.104749E+01  0.632179E+01  0.282544E+02  0.390925E+01  0.297063E+01  0.129856E+01 -0.580139E+01  0.635697E+01 -0.490316E+01  0.725379E+01  0.246984E-01  0.190467E-01  0.550405E-02  0.137552E-01  0.226742E-02 -0.994114E+03
  0.305848E+02  0.110677E+02 -0.620749E-01 -0.152584E+01 -0.868146E+00 -0.489065E+01  0.104749E+01  0.632179E+01  0.282544E+02  0.382200E+01  0.297063E+01  0.129856E+01 -0.580139E+01  0.635697E+01 -0.490316E+01  0.725379E+01  0.246984E-01  0.190467E-01  0.550405E-02  0.137552E-01  0.226742E-02 -0.994018E+03
  0.305848E+02  0.110677E+02 -0.620749E-01 -0.152584E+01 -0.868146E+00 -0.489065E+01  0.104749E+01  0.632179E+01  0.282544E+02  0.382200E+01  0.297063E+01  0.129856E+01 -0.584209E+01  0.635697E+01 -0.490316E+01  0.725379E+01  0.306037E-01  0.190467E-01  0.314797E-02  0.122744E-01  0.789156E-02 -0.997323E+03
  0.305848E+02  0.110677E+02  0.873575E-01 -0.152584E+01 -0.868146E+00 -0.450853E+01  0.104035E+01  0.581678E+01  0.282544E+02  0.382200E+01  0.297063E+01  0.129856E+01 -0.584209E+01  0.635697E+01 -0.490316E+01  0.725379E+01  0.292045E-01  0.387594E-02  0.314797E-02  0.157142E-01  0.789156E-02 -0.993888E+03
  0.303395E+02  0.110677E+02  0.873575E-01 -0.152584E+01 -0.868146E+00 -0.473102E+01  0.104035E+01  0.581678E+01  0.283904E+02  0.393595E+01  0.297063E+01  0.129334E+01 -0.584209E+01  0.635697E+01 -0.490316E+01  0.725379E+01  0.292045E-01  0.387594E-02  0.314797E-02  0.157142E-01  0.789156E-02 -0.995442E+03
  0.303395E+02  0.110677E+02  0.873575E-01 -0.152584E+01 -0.868146E+00 -0.473102E+01  0.164786E+01  0.525884E+01  0.283242E+02  0.393595E+01  0.297063E+01  0.122493E+01 -0.584209E+01  0.635697E+01 -0.490316E+01  0.725379E+01  0.220933E-01  0.387594E-02  0.314797E-02  0.157142E-01  0.541310E-02 -0.991809E+03
  0.303395E+02  0.110677E+02  0.873575E-01 -0.152584E+01 -0.546410E+00 -0.473102E+01  0.164786E+01  0.525884E+01  0.283242E+02  0.393595E+01  0.297063E+01  0.122493E+01 -0.584209E+01  0.642258E+01 -0.490316E+01  0.708585E+01  0.237590E-01  0.387594E-02  0.522418E-02  0.134269E-01  0.541310E-02 -0.992281E+03
  0.303395E+02  0.110677E+02  0.940938E-03 -0.152584E+01 -0.546410E+00 -0.473102E+01  0.164786E+01  0.525884E+01  0.283242E+02  0.393965E+01  0.317373E+01  0.122493E+01 -0.586007E+01  0.642258E+01 -0.501629E+01  0.708585E+01  0.237590E-01  0.512866E-02  0.522418E-02  0.134269E-01  0.805375E-02 -0.993055E+03
  0.303395E+02  0.110677E+02  0.940938E-03 -0.152584E+01 -0.546410E+00 -0.473102E+01  0.164786E+01  0.525884E+01  0.283242E+02  0.415577E+01  0.339835E+01  0.122493E+01 -0.586007E+01  0.642258E+01 -0.501629E+01  0.708585E+01  0.237590E-01  0.512866E-02  0.522418E-02  0.895521E-02  0.805375E-02 -0.992695E+03
  0.303995E+02  0.109439E+02  0.355758E+00 -0.152584E+01 -0.546410E+00 -0.473102E+01  0.164786E+01  0.525884E+01  0.283242E+02  0.415577E+01  0.339835E+01  0.158890E+01 -0.553308E+01  0.637653E+01 -0.501629E+01  0.708585E+01  0.237502E-01  0.512866E-02  0.467647E-02  0.191829E-01  0.805375E-02 -0.995868E+03
  0.303995E+02  0.109439E+02  0.217601E+00 -0.152584E+01 -0.546410E+00 -0.473102E+01  0.164786E+01  0.525884E+01  0.278695E+02  0.387551E+01  0.339835E+01  0.158890E+01 -0.553308E+01  0.637653E+01 -0.501629E+01  0.708585E+01  0.243985E-01  0.512866E-02  0.467647E-02  0.760148E-02  0.877649E-02 -0.989575E+03
  0.303995E+02  0.109439E+02  0.217601E+00 -0.164250E+01 -0.546410E+00 -0.473102E+01  0.164786E+01  0.525884E+01  0.278695E+02  0.388995E+01  0.339835E+01  0.158890E+01 -0.553308E+01  0.637653E+01 -0.501629E+01  0.708585E+01  0.218319E-01  0.152603E-01  0.367081E-02  0.760148E-02  0.162768E-01 -0.990898E+03
  0.303995E+02  0.109439E+02  0.217601E+00 -0.164250E+01 -0.546410E+00 -0.473102E+01  0.164786E+01  0.525884E+01  0.278695E+02  0.388995E+01  0.339835E+01  0.176149E+01 -0.553308E+01  0.637653E+01 -0.501629E+01  0.708585E+01  0.220300E-01  0.965900E-02  0.367081E-02  0.645266E-02  0.162768E-01 -0.990862E+03
  0.303995E+02  0.109439E+02  0.217601E+00 -0.164250E+01 -0.546410E+00 -0.473102E+01  0.164786E+01  0.525884E+01  0.278695E+02  0.382277E+01  0.339835E+01  0.176149E+01 -0.553308E+01  0.637653E+01 -0.501629E+01  0.708585E+01  0.220300E-01  0.954902E-03  0.367081E-02  0.645266E-02  0.162768E-01 -0.989383E+03
  0.303995E+02  0.109439E+02  0.217601E+00 -0.164250E+01 -0.546410E+00 -0.473102E+01  0.164786E+01  0.525884E+01  0.278695E+02  0.387269E+01  0.339835E+01  0.176149E+01 -0.553308E+01  0.624034E+01 -0.501629E+01  0.708585E+01  0.220300E-01  0.954902E-03  0.367081E-02  0.715165E-02  0.141176E-01 -0.989360E+03
  0.303995E+02  0.109439E+02  0.217601E+00 -0.164250E+01 -0.546410E+00 -0.454042E+01  0.113781E+01  0.591111E+01  0.280419E+02  0.400122E+01  0.339835E+01  0.176149E+01 -0.569458E+01  0.624034E+01 -0.501629E+01  0.708585E+01  0.201774E-01  0.107468E-01  0.367081E-02  0.715165E-02  0.956298E-02 -0.993030E+03
  0.305096E+02  0.109439E+02  0.217601E+00 -0.164250E+01 -0.546410E+00 -0.376797E+01  0.197709E+01  0.591111E+01  0.280419E+02  0.400122E+01  0.339835E+01  0.176149E+01 -0.569458E+01  0.624034E+01 -0.501629E+01  0.711505E+01  0.205523E-01  0.107468E-01  0.367081E-02  0.715165E-02  0.182540E-01 -0.993710E+03
  0.305096E+02  0.109439E+02  0.217601E+00 -0.164250E+01 -0.546410E+00 -0.376797E+01  0.197709E+01  0.591111E+01  0.279018E+02  0.400122E+01  0.339835E+01  0.177263E+01 -0.569458E+01  0.624034E+01 -0.501629E+01  0.711505E+01  0.214826E-01  0.107468E-01  0.106925E-01  0.715165E-02  0.184598E-02 -0.993549E+03
  0.305096E+02  0.109439E+02  0.217601E+00 -0.164250E+01 -0.546410E+00 -0.439478E+01  0.197709E+01  0.591111E+01  0.279018E+02  0.400122E+01  0.339835E+01  0.177263E+01 -0.569458E+01  0.592720E+01 -0.501629E+01  0.711505E+01  0.214826E-01  0.107468E-01  0.140619E-01  0.715165E-02  0.184598E-02 -0.991454E+03
  0.305096E+02  0.109439E+02  0.217601E+00 -0.164250E+01 -0.546410E+00 -0.439478E+01  0.197709E+01  0.591111E+01  0.279018E+02  0.427253E+01  0.339835E+01  0.177263E+01 -0.569458E+01  0.592720E+01 -0.457043E+01  0.711505E+01  0.214826E-01  0.107468E-01  0.140619E-01  0.715165E-02  0.184598E-02 -0.993790E+03
  0.305096E+02  0.109439E+02  0.217601E+00 -0.164250E+01 -0.546410E+00 -0.439478E+01  0.197709E+01  0.591111E+01  0.279018E+02  0.427253E+01  0.344385E+01  0.215307E+01 -0.566055E+01  0.592720E+01 -0.457043E+01  0.711505E+01  0.240215E-01  0.107468E-01  0.113073E-01  0.715165E-02  0.184598E-02 -0.991015E+03
  0.305410E+02  0.109439E+02  0.325182E+00 -0.164250E+01 -0.261828E-01 -0.439478E+01  0.203710E+01  0.591111E+01  0.279018E+02  0.427253E+01  0.344385E+01  0.215307E+01 -0.540681E+01  0.610907E+01 -0.445745E+01  0.711505E+01  0.233617E-01  0.107468E-01  0.101767E-01  0.416961E-02  0.184598E-02 -0.991197E+03
  0.305410E+02  0.111642E+02  0.850457E+00 -0.164250E+01  0.234088E+00 -0.439478E+01  0.203710E+01  0.554365E+01  0.279018E+02  0.445376E+01  0.344385E+01  0.215307E+01 -0.540681E+01  0.610907E+01 -0.445745E+01  0.711505E+01  0.216673E-01  0.757570E-02  0.168402E-01  0.416961E-02  0.184598E-02 -0.993992E+03
  0.305410E+02  0.111642E+02  0.850457E+00 -0.164250E+01  0.234088E+00 -0.421462E+01  0.203710E+01  0.450679E+01  0.279018E+02  0.445376E+01  0.344385E+01  0.215307E+01 -0.551188E+01  0.608580E+01 -0.425425E+01  0.711505E+01  0.216673E-01  0.757570E-02  0.334143E-02  0.416961E-02  0.184598E-02 -0.993811E+03
  0.305410E+02  0.111642E+02  0.714167E+00 -0.164250E+01  0.234088E+00 -0.453509E+01  0.203710E+01  0.450679E+01  0.279018E+02  0.445376E+01  0.344385E+01  0.215307E+01 -0.551188E+01  0.608580E+01 -0.425425E+01  0.711505E+01  0.216673E-01  0.757570E-02  0.334143E-02  0.416961E-02  0.184598E-02 -0.991618E+03
  0.305410E+02  0.111642E+02  0.714167E+00 -0.164250E+01  0.234088E+00 -0.453509E+01  0.257601E+01  0.450679E+01  0.279018E+02  0.458828E+01  0.344385E+01  0.215307E+01 -0.551188E+01  0.608580E+01 -0.418548E+01  0.711505E+01  0.238305E-01  0.757570E-02  0.761199E-02  0.416961E-02  0.184598E-02 -0.992383E+03
  0.305410E+02  0.111642E+02  0.714167E+00 -0.164250E+01  0.291115E+00 -0.453509E+01  0.257601E+01  0.450679E+01  0.279018E+02  0.458828E+01  0.344385E+01  0.215307E+01 -0.551188E+01  0.608580E+01 -0.418548E+01  0.711505E+01  0.238305E-01  0.757570E-02  0.761199E-02  0.416961E-02  0.184598E-02 -0.992465E+03
