Kmin_MC_a0     Kmin_TR_a0     Q_mult_e1_n1   Q_mult_e1_n2   Q_mult_e2_n1   Q_mult_e2_n2   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.354267E+02   0.347280E+02   0.114437E+01   0.112628E+01   0.158075E+01   0.121381E+01   0.178215E+00   0.147472E-02   0.717921E-02   0.100104E-01   0.238237E-02  -0.121227E+04   0.696795E+01   0.000000E+00  -0.121924E+04   0.243848E+04
   0.354267E+02   0.339621E+02   0.120318E+01   0.104886E+01   0.155240E+01   0.125555E+01   0.167062E+00   0.147472E-02   0.136690E-01   0.587458E-02   0.325530E-02  -0.121354E+04   0.654263E+01   0.000000E+00  -0.122008E+04   0.244017E+04
   0.356867E+02   0.347181E+02   0.117839E+01   0.130002E+01   0.158814E+01   0.120211E+01   0.181707E+00   0.607381E-02   0.115124E-02   0.138476E-01   0.297753E-02  -0.121377E+04   0.329519E+01   0.000000E+00  -0.121707E+04   0.243413E+04
   0.348141E+02   0.320549E+02   0.117053E+01   0.111412E+01   0.156589E+01   0.113901E+01   0.170391E+00   0.226528E-01   0.237320E-01   0.165783E-01   0.660989E-02  -0.121970E+04   0.342766E+01   0.000000E+00  -0.122313E+04   0.244626E+04
   0.356337E+02   0.356113E+02   0.118204E+01   0.130000E+01   0.158184E+01   0.128587E+01   0.158429E+00   0.184502E-01   0.211545E-01   0.488239E-01   0.952602E-02  -0.122164E+04  -0.549624E+01   0.000000E+00  -0.121614E+04   0.243229E+04
   0.356337E+02   0.340993E+02   0.118186E+01   0.962217E+00   0.157054E+01   0.123633E+01   0.159882E+00   0.484350E-02   0.422803E-03   0.158856E-01   0.231319E-01  -0.121467E+04   0.482533E+01   0.000000E+00  -0.121950E+04   0.243899E+04
   0.361302E+02   0.334878E+02   0.120258E+01   0.995999E+00   0.171635E+01   0.115238E+01   0.172194E+00   0.241577E-02   0.189042E-02   0.164097E-01   0.100894E-02  -0.121527E+04   0.362147E+01   0.000000E+00  -0.121889E+04   0.243778E+04
   0.364970E+02   0.348447E+02   0.120258E+01   0.113996E+01   0.168572E+01   0.123611E+01   0.161657E+00   0.281685E-02   0.236259E-01   0.612583E-02   0.184402E-01  -0.121668E+04  -0.635456E+00   0.000000E+00  -0.121604E+04   0.243209E+04
   0.350035E+02   0.326369E+02   0.116680E+01   0.997918E+00   0.155641E+01   0.123236E+01   0.154167E+00   0.281685E-02   0.158035E-01   0.206163E-01   0.823919E-02  -0.121794E+04   0.524639E+01   0.000000E+00  -0.122319E+04   0.244637E+04
   0.340762E+02   0.348356E+02   0.114915E+01   0.102093E+01   0.154221E+01   0.123526E+01   0.184374E+00   0.134943E-01   0.561784E-02   0.210191E-01   0.959680E-02  -0.121554E+04   0.557459E+01   0.000000E+00  -0.122111E+04   0.244223E+04
   0.335887E+02   0.352023E+02   0.108975E+01   0.112895E+01   0.148346E+01   0.127972E+01   0.166507E+00   0.569609E-02   0.190001E-01   0.597415E-02   0.879728E-03  -0.121611E+04   0.802885E+01   0.000000E+00  -0.122414E+04   0.244828E+04
   0.335683E+02   0.341333E+02   0.111620E+01   0.101079E+01   0.144888E+01   0.109789E+01   0.181561E+00   0.451061E-02   0.117111E-01   0.612313E-02   0.126822E-01  -0.121764E+04   0.119474E+02   0.000000E+00  -0.122959E+04   0.245917E+04
   0.345674E+02   0.330098E+02   0.113696E+01   0.117663E+01   0.158689E+01   0.113196E+01   0.184561E+00   0.261950E-02   0.245356E-01   0.184030E-02   0.627069E-03  -0.121476E+04   0.653962E+01   0.000000E+00  -0.122130E+04   0.244260E+04
   0.345674E+02   0.339295E+02   0.115312E+01   0.105437E+01   0.159861E+01   0.113328E+01   0.172730E+00   0.127067E-01   0.532505E-03   0.449718E-02   0.285827E-02  -0.121180E+04   0.816402E+01   0.000000E+00  -0.121996E+04   0.243993E+04
   0.343524E+02   0.343554E+02   0.113802E+01   0.122432E+01   0.154644E+01   0.127432E+01   0.185939E+00   0.175258E-01   0.532505E-03   0.117063E-01   0.814697E-02  -0.121480E+04   0.382922E+01   0.000000E+00  -0.121863E+04   0.243726E+04
   0.345771E+02   0.335504E+02   0.114563E+01   0.116947E+01   0.159004E+01   0.124631E+01   0.185869E+00   0.165739E-01   0.367818E-02   0.594568E-03   0.183657E-01  -0.121523E+04   0.373024E+01   0.000000E+00  -0.121896E+04   0.243792E+04
   0.344930E+02   0.351469E+02   0.114743E+01   0.110903E+01   0.153355E+01   0.127246E+01   0.183576E+00   0.778144E-02   0.242218E-03   0.956318E-02   0.326526E-02  -0.121174E+04   0.743504E+01   0.000000E+00  -0.121918E+04   0.243835E+04
   0.340005E+02   0.349159E+02   0.113479E+01   0.997063E+00   0.155594E+01   0.125233E+01   0.166504E+00   0.285097E-01   0.131221E-02   0.781618E-02   0.148687E-01  -0.121533E+04   0.481100E+01   0.000000E+00  -0.122014E+04   0.244028E+04
   0.336725E+02   0.337546E+02   0.110468E+01   0.986132E+00   0.149286E+01   0.102988E+01   0.175307E+00   0.459332E-02   0.391675E-02   0.997549E-02   0.100048E-01  -0.121862E+04   0.120141E+02   0.000000E+00  -0.123063E+04   0.246127E+04
   0.339517E+02   0.349918E+02   0.111401E+01   0.831088E+00   0.149701E+01   0.124402E+01   0.179978E+00   0.103953E-01   0.997432E-02   0.111995E-01   0.369049E-03  -0.121658E+04   0.739905E+01   0.000000E+00  -0.122398E+04   0.244796E+04
   0.337783E+02   0.353693E+02   0.111401E+01   0.105833E+01   0.161747E+01   0.116578E+01   0.174015E+00   0.104150E-01   0.382814E-02   0.216578E-01   0.369049E-03  -0.121691E+04   0.604792E+01   0.000000E+00  -0.122296E+04   0.244592E+04
   0.333713E+02   0.346278E+02   0.112385E+01   0.123214E+01   0.149906E+01   0.123715E+01   0.172144E+00   0.109920E-02   0.349213E-02   0.117256E-01   0.151096E-01  -0.121539E+04   0.654981E+01   0.000000E+00  -0.122194E+04   0.244388E+04
   0.338658E+02   0.342442E+02   0.108813E+01   0.120807E+01   0.152462E+01   0.124175E+01   0.172144E+00   0.470615E-02   0.568580E-02   0.208277E-02   0.245448E-02  -0.121452E+04   0.816988E+01   0.000000E+00  -0.122269E+04   0.244538E+04
   0.340072E+02   0.337647E+02   0.111599E+01   0.101083E+01   0.149319E+01   0.128941E+01   0.179278E+00   0.300471E-03   0.226348E-02   0.652265E-03   0.408569E-03  -0.121168E+04   0.109421E+02   0.000000E+00  -0.122262E+04   0.244524E+04
   0.338220E+02   0.325181E+02   0.112181E+01   0.122149E+01   0.151449E+01   0.109276E+01   0.171151E+00   0.300471E-03   0.308229E-02   0.197942E-01   0.134856E-01  -0.121762E+04   0.780022E+01   0.000000E+00  -0.122542E+04   0.245084E+04
   0.349471E+02   0.344060E+02   0.113022E+01   0.969703E+00   0.154944E+01   0.127214E+01   0.188706E+00   0.171485E-02   0.286634E-02   0.948265E-03   0.317203E-01  -0.121544E+04   0.617911E+01   0.000000E+00  -0.122162E+04   0.244324E+04
   0.344536E+02   0.349164E+02   0.114157E+01   0.121542E+01   0.154510E+01   0.127066E+01   0.173227E+00   0.229808E-01   0.307980E-01   0.102762E-01   0.311825E-02  -0.121613E+04   0.112228E+01   0.000000E+00  -0.121725E+04   0.243450E+04
   0.343238E+02   0.348544E+02   0.114491E+01   0.992804E+00   0.152612E+01   0.119980E+01   0.195867E+00   0.735960E-02   0.239403E-01   0.101993E-02   0.740831E-03  -0.121502E+04   0.840396E+01   0.000000E+00  -0.122342E+04   0.244685E+04
   0.343238E+02   0.348587E+02   0.114408E+01   0.101653E+01   0.159681E+01   0.129038E+01   0.155379E+00   0.650667E-02   0.164761E-01   0.863209E-02   0.338904E-02  -0.121563E+04   0.446042E+01   0.000000E+00  -0.122009E+04   0.244018E+04
   0.339534E+02   0.327598E+02   0.113383E+01   0.961952E+00   0.151525E+01   0.123868E+01   0.162511E+00   0.276086E-01   0.565366E-02   0.912963E-02   0.121035E-01  -0.121851E+04   0.599912E+01   0.000000E+00  -0.122451E+04   0.244902E+04
   0.350019E+02   0.344948E+02   0.113911E+01   0.114708E+01   0.150465E+01   0.119336E+01   0.176521E+00   0.142714E-01   0.153243E-01   0.446845E-02   0.168419E-01  -0.121583E+04   0.631368E+01   0.000000E+00  -0.122214E+04   0.244429E+04
   0.347055E+02   0.327645E+02   0.113549E+01   0.107656E+01   0.159597E+01   0.121091E+01   0.166311E+00   0.525009E-02   0.240427E-01   0.233487E-01   0.200376E-02  -0.121670E+04   0.379356E+01   0.000000E+00  -0.122049E+04   0.244099E+04
   0.345574E+02   0.360783E+02   0.113549E+01   0.110235E+01   0.154430E+01   0.119895E+01   0.173652E+00   0.118644E-02   0.250062E-01   0.111017E-01   0.432684E-01  -0.121863E+04   0.268771E+01   0.000000E+00  -0.122132E+04   0.244264E+04
   0.358887E+02   0.358012E+02   0.120365E+01   0.126125E+01   0.152165E+01   0.128377E+01   0.174223E+00   0.846060E-02   0.155566E-02   0.168535E-01   0.238529E-01  -0.121889E+04   0.145302E+01   0.000000E+00  -0.122034E+04   0.244069E+04
   0.357695E+02   0.331959E+02   0.117275E+01   0.855958E+00   0.157581E+01   0.130726E+01   0.181119E+00   0.753193E-02   0.155566E-02   0.125378E-01   0.131771E-01  -0.121774E+04   0.333914E+01   0.000000E+00  -0.122108E+04   0.244216E+04
   0.360095E+02   0.352206E+02   0.118884E+01   0.104437E+01   0.157666E+01   0.120157E+01   0.163332E+00   0.956473E-02   0.616286E-02   0.165763E-02   0.357837E-01  -0.121588E+04   0.414146E+01   0.000000E+00  -0.122002E+04   0.244004E+04
   0.356804E+02   0.350003E+02   0.118860E+01   0.108077E+01   0.166083E+01   0.123308E+01   0.160284E+00   0.139599E-01   0.783170E-03   0.201238E-02   0.660768E-02  -0.121286E+04   0.379405E+01   0.000000E+00  -0.121665E+04   0.243331E+04
   0.353492E+02   0.354523E+02   0.118969E+01   0.100372E+01   0.160822E+01   0.130655E+01   0.165838E+00   0.944174E-02   0.666990E-02   0.776720E-03   0.104380E-06  -0.121209E+04   0.497515E+01   0.000000E+00  -0.121707E+04   0.243413E+04
   0.360018E+02   0.345040E+02   0.117960E+01   0.102333E+01   0.159831E+01   0.117793E+01   0.187692E+00   0.406283E-02   0.439869E-02   0.215374E-01   0.150422E-01  -0.121559E+04   0.490307E+01   0.000000E+00  -0.122049E+04   0.244099E+04
   0.354833E+02   0.352362E+02   0.114542E+01   0.112586E+01   0.158251E+01   0.134954E+01   0.170021E+00   0.314046E-02   0.108142E-01   0.188656E-01   0.142018E-01  -0.121604E+04   0.158807E+01   0.000000E+00  -0.121763E+04   0.243526E+04
   0.351525E+02   0.335426E+02   0.115331E+01   0.107902E+01   0.158416E+01   0.128138E+01   0.168418E+00   0.628504E-03   0.180362E-01   0.645888E-02   0.257193E-01  -0.121479E+04   0.298169E+01   0.000000E+00  -0.121777E+04   0.243554E+04
   0.352108E+02   0.346868E+02   0.116906E+01   0.100522E+01   0.152661E+01   0.137291E+01   0.185276E+00   0.176111E-02   0.182970E-01   0.107495E-01   0.934567E-02  -0.121574E+04   0.384641E+01   0.000000E+00  -0.121959E+04   0.243917E+04
   0.352225E+02   0.342311E+02   0.119080E+01   0.109760E+01   0.154298E+01   0.121958E+01   0.156394E+00   0.198517E-02   0.501502E-02   0.563804E-02   0.867870E-02  -0.121403E+04   0.758957E+01   0.000000E+00  -0.122162E+04   0.244324E+04
   0.345666E+02   0.340328E+02   0.114441E+01   0.111221E+01   0.165587E+01   0.125802E+01   0.185368E+00   0.206677E-01   0.558641E-02   0.114054E-01   0.634043E-03  -0.121708E+04   0.232387E+01   0.000000E+00  -0.121940E+04   0.243881E+04
   0.348802E+02   0.348934E+02   0.114925E+01   0.933864E+00   0.160071E+01   0.126614E+01   0.159539E+00   0.347453E-01   0.505778E-02   0.466999E-02   0.109122E-02  -0.121526E+04   0.356987E+01   0.000000E+00  -0.121883E+04   0.243766E+04
   0.350198E+02   0.340534E+02   0.118466E+01   0.108729E+01   0.160101E+01   0.107421E+01   0.193120E+00   0.357222E-01   0.626507E-02   0.607374E-02   0.124432E-01  -0.121971E+04   0.399246E+01   0.000000E+00  -0.122370E+04   0.244740E+04
   0.358439E+02   0.320493E+02   0.118254E+01   0.125560E+01   0.159706E+01   0.111458E+01   0.173501E+00   0.684352E-02   0.692218E-02   0.809741E-02   0.373778E-01  -0.122022E+04   0.151602E+01   0.000000E+00  -0.122174E+04   0.244347E+04
   0.356576E+02   0.332183E+02   0.119249E+01   0.981415E+00   0.160033E+01   0.124662E+01   0.170821E+00   0.855213E-02   0.591038E-02   0.161095E-01   0.339526E-02  -0.121396E+04   0.465898E+01   0.000000E+00  -0.121862E+04   0.243724E+04
   0.360018E+02   0.343437E+02   0.117158E+01   0.124631E+01   0.161317E+01   0.124662E+01   0.169880E+00   0.120340E-02   0.450843E-01   0.925172E-02   0.766171E-02  -0.121703E+04  -0.983349E+00   0.000000E+00  -0.121605E+04   0.243209E+04
   0.354619E+02   0.344130E+02   0.115465E+01   0.100632E+01   0.164802E+01   0.119809E+01   0.196603E+00   0.174231E-01   0.581353E-01   0.942379E-02   0.294292E-02  -0.122209E+04  -0.815391E+00   0.000000E+00  -0.122127E+04   0.244255E+04
   0.355468E+02   0.338757E+02   0.121059E+01   0.985976E+00   0.160448E+01   0.113714E+01   0.195770E+00   0.182800E-01   0.385028E-01   0.578999E-02   0.558726E-02  -0.122119E+04   0.252208E+01   0.000000E+00  -0.122371E+04   0.244742E+04
   0.355531E+02   0.344476E+02   0.119216E+01   0.106148E+01   0.157929E+01   0.128474E+01   0.162208E+00   0.657678E-02   0.204688E-01   0.149303E-01   0.234601E-01  -0.121630E+04   0.116577E+01   0.000000E+00  -0.121747E+04   0.243493E+04
   0.355531E+02   0.345135E+02   0.120137E+01   0.112869E+01   0.151502E+01   0.117987E+01   0.171656E+00   0.677689E-02   0.182423E-01   0.968339E-02   0.641223E-02  -0.121644E+04   0.654578E+01   0.000000E+00  -0.122299E+04   0.244597E+04
   0.356232E+02   0.354962E+02   0.119811E+01   0.112659E+01   0.171648E+01   0.120140E+01   0.186822E+00   0.334083E-02   0.855593E-03   0.139135E-01   0.112897E-01  -0.121836E+04   0.136951E+01   0.000000E+00  -0.121973E+04   0.243946E+04
   0.356975E+02   0.344622E+02   0.117697E+01   0.110606E+01   0.156750E+01   0.130315E+01   0.181079E+00   0.130058E-01   0.576825E-03   0.995244E-03   0.442002E-03  -0.121158E+04   0.603242E+01   0.000000E+00  -0.121761E+04   0.243522E+04
   0.355498E+02   0.336691E+02   0.113827E+01   0.132180E+01   0.162591E+01   0.126639E+01   0.171399E+00   0.211749E-01   0.242314E-01   0.225993E-02   0.442002E-03  -0.121905E+04  -0.131874E+01   0.000000E+00  -0.121773E+04   0.243546E+04
   0.353820E+02   0.340986E+02   0.112524E+01   0.127159E+01   0.151658E+01   0.124252E+01   0.175167E+00   0.154353E-01   0.183529E-01   0.440943E-02   0.139265E-01  -0.122011E+04   0.313902E+01   0.000000E+00  -0.122325E+04   0.244650E+04
   0.356079E+02   0.345310E+02   0.118028E+01   0.104909E+01   0.161303E+01   0.121510E+01   0.179492E+00   0.268808E-01   0.284330E-01   0.260295E-02   0.295113E-02  -0.121516E+04   0.216582E+01   0.000000E+00  -0.121733E+04   0.243465E+04
   0.352712E+02   0.353652E+02   0.115054E+01   0.102671E+01   0.157628E+01   0.119180E+01   0.168746E+00   0.299766E-02   0.795765E-02   0.802177E-02   0.596253E-02  -0.121226E+04   0.775248E+01   0.000000E+00  -0.122001E+04   0.244002E+04
   0.351390E+02   0.336741E+02   0.116979E+01   0.104469E+01   0.163178E+01   0.125792E+01   0.169059E+00   0.508459E-02   0.608931E-02   0.987180E-02   0.752082E-02  -0.121289E+04   0.423218E+01   0.000000E+00  -0.121712E+04   0.243424E+04
   0.354163E+02   0.359803E+02   0.115841E+01   0.128746E+01   0.156835E+01   0.112731E+01   0.177281E+00   0.827864E-02   0.292666E-04   0.390592E-02   0.175674E-02  -0.121524E+04   0.647123E+01   0.000000E+00  -0.122171E+04   0.244342E+04
   0.354454E+02   0.349080E+02   0.115815E+01   0.121202E+01   0.160402E+01   0.123705E+01   0.170213E+00   0.265715E-02   0.871517E-02   0.326917E-01   0.198121E-01  -0.121588E+04   0.190578E+00   0.000000E+00  -0.121607E+04   0.243214E+04
   0.348473E+02   0.346426E+02   0.115815E+01   0.106140E+01   0.166216E+01   0.123525E+01   0.173040E+00   0.918701E-02   0.736919E-02   0.121141E-01   0.502865E-02  -0.121441E+04   0.326315E+01   0.000000E+00  -0.121767E+04   0.243535E+04
   0.351971E+02   0.362574E+02   0.116395E+01   0.106898E+01   0.159260E+01   0.123552E+01   0.186031E+00   0.187825E-01   0.359265E-02   0.939059E-03   0.862444E-02  -0.121447E+04   0.542628E+01   0.000000E+00  -0.121990E+04   0.243979E+04
   0.340949E+02   0.353539E+02   0.111601E+01   0.983194E+00   0.152855E+01   0.116823E+01   0.166937E+00   0.557139E-02   0.147283E-01   0.228078E-01   0.647995E-02  -0.121655E+04   0.749597E+01   0.000000E+00  -0.122405E+04   0.244809E+04
   0.346296E+02   0.358486E+02   0.113384E+01   0.100234E+01   0.159394E+01   0.128629E+01   0.182754E+00   0.328934E-01   0.146568E-02   0.153329E-02   0.647995E-02  -0.121549E+04   0.404620E+01   0.000000E+00  -0.121954E+04   0.243907E+04
   0.347485E+02   0.352275E+02   0.115283E+01   0.112576E+01   0.152531E+01   0.132135E+01   0.164261E+00   0.829531E-02   0.189901E-01   0.456949E-02   0.759611E-02  -0.121368E+04   0.454075E+01   0.000000E+00  -0.121822E+04   0.243644E+04
   0.339299E+02   0.339475E+02   0.112279E+01   0.967227E+00   0.152427E+01   0.115980E+01   0.174184E+00   0.689961E-02   0.544176E-02   0.288018E-01   0.204180E-02  -0.121482E+04   0.827568E+01   0.000000E+00  -0.122310E+04   0.244619E+04
   0.343183E+02   0.339596E+02   0.114050E+01   0.956531E+00   0.154699E+01   0.123706E+01   0.168034E+00   0.361503E-02   0.156931E-01   0.852595E-02   0.997807E-02  -0.121345E+04   0.669381E+01   0.000000E+00  -0.122014E+04   0.244029E+04
   0.348540E+02   0.341978E+02   0.117882E+01   0.111004E+01   0.151727E+01   0.123706E+01   0.171173E+00   0.136224E-01   0.239873E-02   0.104843E-01   0.145088E-01  -0.121436E+04   0.610344E+01   0.000000E+00  -0.122046E+04   0.244093E+04
   0.343194E+02   0.331180E+02   0.115883E+01   0.102517E+01   0.154055E+01   0.110343E+01   0.166048E+00   0.143904E-01   0.878239E-02   0.147020E-02   0.184732E-01  -0.121664E+04   0.800183E+01   0.000000E+00  -0.122464E+04   0.244928E+04
   0.346422E+02   0.362046E+02   0.113982E+01   0.110994E+01   0.151389E+01   0.121500E+01   0.184774E+00   0.105967E-01   0.199065E-01   0.410645E-02   0.357278E-01  -0.121872E+04   0.418224E+01   0.000000E+00  -0.122290E+04   0.244580E+04
   0.343196E+02   0.346292E+02   0.113982E+01   0.100093E+01   0.158714E+01   0.134067E+01   0.160007E+00   0.489685E-01   0.104274E-02   0.410645E-02   0.172447E-01  -0.121917E+04   0.109177E+00   0.000000E+00  -0.121928E+04   0.243856E+04
   0.351342E+02   0.345872E+02   0.115255E+01   0.100256E+01   0.153611E+01   0.134067E+01   0.177818E+00   0.478443E-02   0.447162E-02   0.782134E-02   0.393858E-02  -0.121237E+04   0.646818E+01   0.000000E+00  -0.121884E+04   0.243768E+04
   0.351342E+02   0.337270E+02   0.114757E+01   0.100256E+01   0.158370E+01   0.120773E+01   0.175715E+00   0.205883E-02   0.298569E-02   0.168232E-02   0.416305E-02  -0.121044E+04   0.877958E+01   0.000000E+00  -0.121922E+04   0.243844E+04
   0.353727E+02   0.361545E+02   0.115926E+01   0.116497E+01   0.166378E+01   0.130715E+01   0.183005E+00   0.255773E-02   0.298569E-02   0.367892E-04   0.286129E-04  -0.121417E+04   0.351330E+01   0.000000E+00  -0.121768E+04   0.243537E+04
   0.357537E+02   0.332380E+02   0.115483E+01   0.139646E+01   0.158573E+01   0.113876E+01   0.163268E+00   0.175481E-02   0.678298E-02   0.565407E-02   0.111422E-01  -0.121763E+04   0.226871E+01   0.000000E+00  -0.121990E+04   0.243980E+04
   0.357537E+02   0.336075E+02   0.120026E+01   0.116588E+01   0.166482E+01   0.120708E+01   0.167615E+00   0.186916E-01   0.268219E-02   0.386207E-02   0.177759E-02  -0.121409E+04   0.261462E+01   0.000000E+00  -0.121670E+04   0.243341E+04
   0.356699E+02   0.352622E+02   0.120026E+01   0.120666E+01   0.161092E+01   0.113531E+01   0.176620E+00   0.512607E-01   0.520149E-02   0.491856E-02   0.663820E-02  -0.121884E+04   0.576334E+00   0.000000E+00  -0.121942E+04   0.243883E+04
   0.346946E+02   0.337546E+02   0.112573E+01   0.100145E+01   0.151691E+01   0.119288E+01   0.174930E+00   0.125962E-01   0.978123E-02   0.676111E-02   0.191245E-01  -0.121554E+04   0.747838E+01   0.000000E+00  -0.122302E+04   0.244604E+04
   0.346725E+02   0.339266E+02   0.114982E+01   0.918431E+00   0.162226E+01   0.118527E+01   0.175534E+00   0.114025E-01   0.771129E-02   0.164057E-02   0.268387E-01  -0.121557E+04   0.400257E+01   0.000000E+00  -0.121957E+04   0.243915E+04
   0.359793E+02   0.341313E+02   0.118012E+01   0.938706E+00   0.160926E+01   0.119147E+01   0.198561E+00   0.443539E-02   0.532367E-02   0.100219E-01   0.184901E-01  -0.121761E+04   0.495075E+01   0.000000E+00  -0.122256E+04   0.244512E+04
   0.350652E+02   0.331187E+02   0.117766E+01   0.958452E+00   0.161657E+01   0.108354E+01   0.169188E+00   0.822985E-02   0.295644E-02   0.129999E-01   0.210199E-02  -0.121481E+04   0.736109E+01   0.000000E+00  -0.122217E+04   0.244434E+04
   0.355195E+02   0.355750E+02   0.117492E+01   0.958452E+00   0.163878E+01   0.131418E+01   0.152924E+00   0.147393E-01   0.704591E-02   0.102824E-01   0.802042E-03  -0.121621E+04   0.246136E+01   0.000000E+00  -0.121867E+04   0.243734E+04
   0.355536E+02   0.350724E+02   0.117385E+01   0.117740E+01   0.161379E+01   0.121909E+01   0.170333E+00   0.221837E-01   0.214068E-03   0.421342E-03   0.714501E-02  -0.121213E+04   0.392598E+01   0.000000E+00  -0.121606E+04   0.243211E+04
   0.347831E+02   0.340337E+02   0.115704E+01   0.144963E+01   0.154475E+01   0.111668E+01   0.174703E+00   0.102956E-01   0.380357E-03   0.699484E-02   0.105974E-01  -0.121702E+04   0.204451E+01   0.000000E+00  -0.121906E+04   0.243813E+04
   0.345796E+02   0.349580E+02   0.112361E+01   0.964783E+00   0.152567E+01   0.121866E+01   0.185509E+00   0.743615E-02   0.300372E-02   0.146648E-01   0.188169E-01  -0.121540E+04   0.724100E+01   0.000000E+00  -0.122264E+04   0.244528E+04
   0.354412E+02   0.348440E+02   0.114941E+01   0.101309E+01   0.153518E+01   0.130993E+01   0.186919E+00   0.391190E-02   0.131044E-01   0.191132E-01   0.589775E-02  -0.121589E+04   0.509247E+01   0.000000E+00  -0.122098E+04   0.244196E+04
   0.345305E+02   0.334959E+02   0.114482E+01   0.992823E+00   0.150104E+01   0.116727E+01   0.169305E+00   0.121898E-01   0.221002E-02   0.338055E-02   0.367080E-02  -0.121285E+04   0.107598E+02   0.000000E+00  -0.122361E+04   0.244722E+04
   0.344898E+02   0.358233E+02   0.114051E+01   0.111958E+01   0.154612E+01   0.124707E+01   0.182087E+00   0.363852E-02   0.127045E-01   0.195475E-02   0.133278E-01  -0.121328E+04   0.645812E+01   0.000000E+00  -0.121974E+04   0.243948E+04
   0.345148E+02   0.350191E+02   0.114954E+01   0.105784E+01   0.153346E+01   0.121018E+01   0.172913E+00   0.107186E-02   0.440373E-02   0.105722E-01   0.899890E-02  -0.121135E+04   0.854895E+01   0.000000E+00  -0.121990E+04   0.243980E+04
   0.345148E+02   0.354922E+02   0.113376E+01   0.117761E+01   0.156551E+01   0.114007E+01   0.180794E+00   0.160858E-01   0.459568E-02   0.191838E-02   0.255143E-02  -0.121367E+04   0.754349E+01   0.000000E+00  -0.122121E+04   0.244243E+04
   0.351337E+02   0.335378E+02   0.117811E+01   0.139602E+01   0.153039E+01   0.129055E+01   0.174541E+00   0.271100E-01   0.388944E-02   0.398307E-02   0.482918E-02  -0.121801E+04  -0.419142E+00   0.000000E+00  -0.121759E+04   0.243518E+04
   0.351337E+02   0.360339E+02   0.117299E+01   0.919164E+00   0.154194E+01   0.128256E+01   0.174541E+00   0.362603E-02   0.771753E-02   0.204913E-01   0.377066E-01  -0.121800E+04   0.214305E+01   0.000000E+00  -0.122014E+04   0.244029E+04
   0.340991E+02   0.348750E+02   0.113528E+01   0.111779E+01   0.161068E+01   0.112095E+01   0.167821E+00   0.341803E-01   0.174164E-01   0.350738E-02   0.181960E-01  -0.121936E+04   0.235941E+01   0.000000E+00  -0.122172E+04   0.244344E+04
   0.340216E+02   0.341275E+02   0.111703E+01   0.964502E+00   0.153651E+01   0.134803E+01   0.184262E+00   0.163256E-01   0.538111E-04   0.275938E-01   0.149901E-01  -0.121873E+04   0.289498E+01   0.000000E+00  -0.122162E+04   0.244325E+04
   0.339164E+02   0.368477E+02   0.110784E+01   0.862091E+00   0.150975E+01   0.126733E+01   0.188126E+00   0.145551E-01   0.550690E-01   0.577353E-02   0.598235E-02  -0.122470E+04   0.229767E+01   0.000000E+00  -0.122700E+04   0.245400E+04
   0.345889E+02   0.350412E+02   0.116720E+01   0.102230E+01   0.160254E+01   0.115370E+01   0.186106E+00   0.197392E-01   0.138621E-01   0.240605E-02   0.138683E-02  -0.121521E+04   0.606319E+01   0.000000E+00  -0.122127E+04   0.244255E+04
   0.347714E+02   0.350704E+02   0.113024E+01   0.121874E+01   0.155731E+01   0.120347E+01   0.159287E+00   0.565029E-02   0.820977E-02   0.977971E-02   0.510012E-02  -0.121426E+04   0.590102E+01   0.000000E+00  -0.122016E+04   0.244032E+04
   0.346057E+02   0.351041E+02   0.113038E+01   0.950668E+00   0.156355E+01   0.117167E+01   0.168972E+00   0.527723E-02   0.120012E-01   0.137361E-02   0.138189E-02  -0.121257E+04   0.915196E+01   0.000000E+00  -0.122172E+04   0.244344E+04
   0.362347E+02   0.357913E+02   0.118495E+01   0.108316E+01   0.160769E+01   0.126202E+01   0.169735E+00   0.863756E-02   0.585862E-02   0.904969E-02   0.825699E-02  -0.121393E+04   0.407945E+01   0.000000E+00  -0.121801E+04   0.243602E+04
   0.362347E+02   0.350158E+02   0.116562E+01   0.118445E+01   0.166947E+01   0.120322E+01   0.179392E+00   0.124568E-01   0.511445E-02   0.719314E-02   0.196808E-01  -0.121750E+04   0.103922E+01   0.000000E+00  -0.121854E+04   0.243708E+04
   0.351338E+02   0.350329E+02   0.116562E+01   0.993379E+00   0.152675E+01   0.119251E+01   0.179392E+00   0.129847E-02   0.231968E-01   0.432009E-02   0.398450E-01  -0.121671E+04   0.466460E+01   0.000000E+00  -0.122137E+04   0.244275E+04
   0.358192E+02   0.350566E+02   0.118440E+01   0.894651E+00   0.160480E+01   0.133759E+01   0.168413E+00   0.142882E-02   0.103965E-01   0.816903E-02   0.122572E-02  -0.121347E+04   0.354314E+01   0.000000E+00  -0.121701E+04   0.243403E+04
   0.354028E+02   0.346884E+02   0.117279E+01   0.863755E+00   0.154058E+01   0.124695E+01   0.166775E+00   0.142882E-02   0.186361E-01   0.123677E-01   0.150698E-01  -0.121603E+04   0.442294E+01   0.000000E+00  -0.122045E+04   0.244091E+04
